row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest,day
2274,2020,4,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,49,260,2023-08-31
952,2022,7,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,13,80,2023-08-31
2323,2019,3,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้าน,Detached House,65,1177,2023-08-31
288,2019,11,กรุงเทพมหานคร,Bangkok,ปทุมวัน,PATHUM WAN,โรงแรม,Hotel,18,33,2023-08-31
2067,2021,3,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,81,1075,2023-08-31
1717,2020,2,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้านแฝด,Twin house,53,1305,2023-08-31
796,2022,9,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,9,223,2023-08-31
140,2021,10,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,ทาวน์โฮม,Townhome,52,717,2023-08-31
854,2022,4,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,46,2539,2023-08-31
451,2022,9,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้าน,Detached House,23,179,2023-08-31
1071,2022,9,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,33,231,2023-08-31
1224,2020,11,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,24,290,2023-08-31
1073,2019,3,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,บ้านแฝด,Twin house,39,557,2023-08-31
503,2022,6,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,คอนโด,Condo,16,332,2023-08-31
2177,2020,11,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,ทาวน์โฮม,Townhome,44,330,2023-08-31
1536,2019,7,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้านแฝด,Twin house,19,324,2023-08-31
292,2022,10,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้านแฝด,Twin house,5,17,2023-08-31
1988,2021,9,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,ทาวน์โฮม,Townhome,9,27,2023-08-31
1971,2019,2,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,8,18,2023-08-31
275,2019,7,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,ทาวน์โฮม,Townhome,51,848,2023-08-31
1513,2019,11,กรุงเทพมหานคร,Bangkok,ปทุมวัน,PATHUM WAN,บ้านแฝด,Twin house,22,126,2023-08-31
1229,2022,2,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,คอนโด,Condo,33,92,2023-08-31
269,2020,6,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,บ้านแฝด,Twin house,16,55,2023-08-31
2204,2019,10,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,คอนโด,Condo,59,465,2023-08-31
801,2022,2,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,8,11,2023-08-31
2013,2020,2,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,ทาวน์โฮม,Townhome,53,1305,2023-08-31
1216,2021,7,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,คอนโด,Condo,11,21,2023-08-31
1419,2019,6,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,132,878,2023-08-31
896,2020,1,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,7,13,2023-08-31
440,2022,4,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,คอนโด,Condo,14,58,2023-08-31
1115,2021,8,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,บ้าน,Detached House,30,142,2023-08-31
298,2020,2,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,บ้าน,Detached House,19,43,2023-08-31
1132,2020,11,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,69,959,2023-08-31
1469,2019,7,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,บ้าน,Detached House,17,340,2023-08-31
352,2022,2,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,11,43,2023-08-31
1736,2019,6,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,บ้าน,Detached House,32,386,2023-08-31
2220,2021,10,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,55,611,2023-08-31
1370,2020,5,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,75,497,2023-08-31
1474,2021,8,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,6,12,2023-08-31
411,2020,1,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,80,1823,2023-08-31
1749,2022,9,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,12,37,2023-08-31
1397,2019,9,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,อาคารพาณิชย์,Commercial,30,114,2023-08-31
1565,2022,3,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,21,196,2023-08-31
1847,2019,4,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,22,97,2023-08-31
28,2020,3,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้านแฝด,Twin house,63,937,2023-08-31
959,2022,1,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,53,877,2023-08-31
1423,2019,7,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,154,359,2023-08-31
1677,2020,6,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,81,1417,2023-08-31
2293,2019,6,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,บ้าน,Detached House,45,215,2023-08-31
494,2019,8,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,38,484,2023-08-31
1235,2020,8,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,55,811,2023-08-31
2075,2021,9,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,33,219,2023-08-31
1484,2021,11,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,47,418,2023-08-31
522,2019,2,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,62,898,2023-08-31
1889,2022,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,79,453,2023-08-31
1121,2019,7,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,คอนโด,Condo,22,117,2023-08-31
2336,2020,2,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,คอนโด,Condo,36,231,2023-08-31
644,2022,11,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,10,53,2023-08-31
1922,2020,12,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,คอนโด,Condo,21,31,2023-08-31
2031,2020,6,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,บ้าน,Detached House,21,184,2023-08-31
1091,2019,9,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,38,370,2023-08-31
818,2019,6,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,24,70,2023-08-31
152,2022,2,กรุงเทพมหานคร,Bangkok,ธนบุรี,THON BURI,คอนโด,Condo,24,488,2023-08-31
2127,2020,9,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,23,178,2023-08-31
1816,2021,9,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้าน,Detached House,7,33,2023-08-31
401,2022,5,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,33,153,2023-08-31
571,2022,8,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,21,136,2023-08-31
2300,2021,12,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,69,336,2023-08-31
1927,2020,6,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,คอนโด,Condo,85,533,2023-08-31
2292,2021,12,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,31,772,2023-08-31
988,2019,7,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,บ้าน,Detached House,53,1162,2023-08-31
125,2020,5,กรุงเทพมหานคร,Bangkok,ธนบุรี,THON BURI,คอนโด,Condo,39,101,2023-08-31
316,2020,2,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,59,254,2023-08-31
32,2019,11,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,ทาวน์โฮม,Townhome,52,2040,2023-08-31
92,2020,5,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,ทาวน์โฮม,Townhome,40,161,2023-08-31
790,2019,9,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,89,1372,2023-08-31
244,2019,11,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้านแฝด,Twin house,52,1272,2023-08-31
933,2021,12,กรุงเทพมหานคร,Bangkok,บางพลัด,BANG PHLAT,ทาวน์โฮม,Townhome,13,29,2023-08-31
20,2022,4,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,32,173,2023-08-31
1471,2022,9,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,บ้าน,Detached House,6,20,2023-08-31
2056,2022,12,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,7,23,2023-08-31
1180,2020,2,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,38,84,2023-08-31
1728,2020,3,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,38,507,2023-08-31
285,2022,1,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,39,2426,2023-08-31
999,2020,6,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,ทาวน์โฮม,Townhome,26,60,2023-08-31
2061,2021,10,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,ทาวน์โฮม,Townhome,48,1029,2023-08-31
1735,2021,9,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,ทาวน์โฮม,Townhome,24,104,2023-08-31
1064,2022,6,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,12,455,2023-08-31
408,2019,10,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,อาคารพาณิชย์,Commercial,10,18,2023-08-31
875,2021,9,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,ทาวน์โฮม,Townhome,25,316,2023-08-31
1453,2020,3,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,36,357,2023-08-31
1470,2022,5,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,บ้าน,Detached House,13,28,2023-08-31
220,2019,5,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,คอนโด,Condo,30,245,2023-08-31
35,2020,1,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,บ้าน,Detached House,16,24,2023-08-31
1007,2022,10,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,40,681,2023-08-31
815,2020,5,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,13,94,2023-08-31
2333,2019,11,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,อาคารพาณิชย์,Commercial,39,636,2023-08-31
1549,2022,7,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,8,30,2023-08-31
2276,2021,12,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้านแฝด,Twin house,87,1591,2023-08-31
551,2020,3,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,คอนโด,Condo,41,2815,2023-08-31
2137,2020,3,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,92,813,2023-08-31
1029,2021,10,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,บ้าน,Detached House,26,578,2023-08-31
2096,2019,7,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,54,1065,2023-08-31
218,2021,3,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,บ้าน,Detached House,30,172,2023-08-31
195,2020,1,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,ทาวน์โฮม,Townhome,226,2439,2023-08-31
1838,2021,11,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,20,153,2023-08-31
930,2020,1,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,52,1422,2023-08-31
256,2021,10,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,34,292,2023-08-31
1460,2020,2,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,103,633,2023-08-31
1377,2020,3,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,91,498,2023-08-31
1473,2020,1,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,216,662,2023-08-31
310,2019,1,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,38,123,2023-08-31
445,2022,4,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,คอนโด,Condo,21,221,2023-08-31
668,2022,8,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,7,15,2023-08-31
1494,2019,6,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,28,836,2023-08-31
225,2019,11,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,31,144,2023-08-31
