row_number,subdistrict_id,subdistrict_name_en,subdistrict_name_th,district_id,district_name_en,district_name_th,province_id,province_name_en,province_name_th,walk_leisure,walk_public_service,walk_school,walk_shopping,walk_work,walk_total,access_boat,access_bus,access_train,access_total,drive_leisure,drive_public_service,drive_school,drive_shopping,drive_work,drive_total,source,day
17,3551,NAI KHLONG BANG PLA KOT,ในคลองบางปลากด,3549,PHRA SAMUT CHEDI,พระสมุทรเจดีย์,3498,Samut Prakan,สมุทรปราการ,78.0,84.0,73.0,100.0,100.0,91.0,1.0,96.0,0.0,39.0,95.0,97.0,94.0,100.0,100.0,98.0,baania,2023-08-31
190,3531,SISA CHORAKHE NOI,ศีรษะจรเข้น้อย,3529,BANG SAO THONG,บางเสาธง,3498,Samut Prakan,สมุทรปราการ,49.0,36.0,55.0,78.0,100.0,68.0,1.0,80.0,0.0,32.0,92.0,89.0,85.0,97.0,100.0,94.0,baania,2023-08-31
115,3789,BANG LAMPHU LANG,บางลำภูล่าง,3786,KHLONG SAN,คลองสาน,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100.0,99.0,100.0,80.0,100.0,93.0,100.0,95.0,baania,2023-08-31
88,3932,BANG DUAN,บางด้วน,3928,PHASI CHAROEN,ภาษีเจริญ,3781,Bangkok,กรุงเทพมหานคร,52.0,83.0,52.0,90.0,96.0,78.0,67.0,89.0,1.0,63.0,97.0,57.0,95.0,80.0,78.0,82.0,baania,2023-08-31
130,3765,SAM PHRAN,สามพราน,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,60.0,1.0,100.0,60.0,20.0,54.0,0.0,1.0,0.0,0.0,100.0,91.0,100.0,100.0,91.0,98.0,baania,2023-08-31
220,3721,KHUN KAEO,ขุนแก้ว,3719,NAKHON CHAI SI,นครชัยศรี,3667,Nakhon Pathom,นครปฐม,21.0,11.0,51.0,100.0,100.0,70.0,0.0,1.0,0.0,0.0,91.0,87.0,87.0,100.0,100.0,96.0,baania,2023-08-31
47,3828,KHLONG CHAK PHRA,คลองชักพระ,3826,TALING CHAN,ตลิ่งชัน,3781,Bangkok,กรุงเทพมหานคร,93.0,100.0,93.0,100.0,100.0,98.0,8.0,97.0,1.0,42.0,100.0,63.0,100.0,97.0,70.0,92.0,baania,2023-08-31
276,3774,BANG CHANG,บางช้าง,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,1.0,20.0,80.0,100.0,60.0,66.0,0.0,1.0,0.0,0.0,18.0,91.0,100.0,100.0,100.0,83.0,baania,2023-08-31
61,3626,BUENG SANAN,บึงสนั่น,3623,THANYABURI,ธัญบุรี,3599,Pathum Thani,ปทุมธานี,92.0,41.0,74.0,96.0,96.0,87.0,0.0,1.0,0.0,0.0,100.0,100.0,95.0,100.0,80.0,97.0,baania,2023-08-31
58,3502,THEPHARAK,เทพารักษ์,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,96.0,98.0,95.0,100.0,100.0,98.0,39.0,100.0,0.0,55.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
161,3849,BANG KHUN SI,บางขุนศรี,3847,BANGKOK NOI,บางกอกน้อย,3781,Bangkok,กรุงเทพมหานคร,96.0,100.0,96.0,99.0,100.0,98.0,12.0,99.0,97.0,64.0,100.0,84.0,100.0,98.0,96.0,97.0,baania,2023-08-31
157,3990,KRATHUM RAI,กระทุ่มราย,3988,NONG CHOK,หนองจอก,3781,Bangkok,กรุงเทพมหานคร,98.0,100.0,98.0,100.0,100.0,99.0,1.0,84.0,1.0,34.0,96.0,61.0,100.0,80.0,67.0,82.0,baania,2023-08-31
107,3611,BAN CHANG,บ้านฉาง,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,85.0,80.0,100.0,100.0,100.0,95.0,0.0,100.0,0.0,40.0,100.0,100.0,100.0,99.0,99.0,99.0,baania,2023-08-31
137,3413,BANG MAE NANG,บางแม่นาง,3411,BANG YAI,บางใหญ่,3372,Nonthaburi,นนทบุรี,63.0,76.0,45.0,93.0,93.0,80.0,44.0,49.0,1.0,37.0,92.0,97.0,91.0,100.0,100.0,97.0,baania,2023-08-31
175,3539,BANG KHRU,บางครุ,3533,PHRA PRADAENG,พระประแดง,3498,Samut Prakan,สมุทรปราการ,80.0,96.0,72.0,94.0,98.0,90.0,1.0,100.0,0.0,40.0,100.0,96.0,99.0,100.0,95.0,99.0,baania,2023-08-31
38,3633,KHU KHWANG,คูขวาง,3630,LAT LUM KAEO,ลาดหลุมแก้ว,3599,Pathum Thani,ปทุมธานี,51.0,60.0,70.0,100.0,100.0,83.0,0.0,87.0,0.0,35.0,100.0,100.0,100.0,96.0,100.0,98.0,baania,2023-08-31
103,3999,THUNG SONG HONG,ทุ่งสองห้อง,3997,LAK SI,หลักสี่,3781,Bangkok,กรุงเทพมหานคร,89.0,96.0,89.0,100.0,98.0,96.0,3.0,97.0,3.0,41.0,97.0,72.0,100.0,94.0,98.0,93.0,baania,2023-08-31
92,3983,KHLONG THANON,คลองถนน,3981,SAI MAI,สายไหม,3781,Bangkok,กรุงเทพมหานคร,83.0,98.0,83.0,99.0,100.0,94.0,1.0,82.0,1.0,34.0,98.0,56.0,99.0,82.0,92.0,85.0,baania,2023-08-31
285,3972,SAPHAN SUNG,สะพานสูง,3971,SAPHAN SUNG,สะพานสูง,3781,Bangkok,กรุงเทพมหานคร,84.0,90.0,84.0,97.0,98.0,93.0,31.0,87.0,17.0,51.0,94.0,50.0,98.0,77.0,67.0,79.0,baania,2023-08-31
217,3827,TALING CHAN,ตลิ่งชัน,3826,TALING CHAN,ตลิ่งชัน,3781,Bangkok,กรุงเทพมหานคร,79.0,94.0,79.0,100.0,100.0,93.0,1.0,87.0,1.0,36.0,97.0,53.0,97.0,76.0,94.0,81.0,baania,2023-08-31
109,4003,SAM SEN NOK,สามเสนนอก,4000,HUAI KHWANG,ห้วยขวาง,3781,Bangkok,กรุงเทพมหานคร,95.0,100.0,95.0,100.0,100.0,99.0,100.0,96.0,8.0,80.0,100.0,72.0,100.0,91.0,99.0,92.0,baania,2023-08-31
185,3622,KHLONG CHET,คลองเจ็ด,3615,KHLONG LUANG,คลองหลวง,3599,Pathum Thani,ปทุมธานี,74.0,1.0,86.0,100.0,100.0,83.0,0.0,62.0,0.0,24.0,100.0,100.0,96.0,97.0,48.0,93.0,baania,2023-08-31
162,3382,BANG SI MUEANG,บางศรีเมือง,3373,MUEANG NONTHABURI,เมืองนนทบุรี,3372,Nonthaburi,นนทบุรี,98.0,98.0,76.0,99.0,100.0,96.0,20.0,99.0,96.0,67.0,100.0,99.0,98.0,100.0,98.0,99.0,baania,2023-08-31
257,3970,SUAN LUANG,สวนหลวง,3969,SUAN LUANG,สวนหลวง,3781,Bangkok,กรุงเทพมหานคร,86.0,93.0,86.0,97.0,97.0,93.0,87.0,92.0,39.0,80.0,97.0,64.0,99.0,86.0,95.0,88.0,baania,2023-08-31
288,3637,NA MAI,หน้าไม้,3630,LAT LUM KAEO,ลาดหลุมแก้ว,3599,Pathum Thani,ปทุมธานี,51.0,1.0,51.0,100.0,100.0,75.0,0.0,1.0,0.0,0.0,100.0,100.0,73.0,96.0,1.0,85.0,baania,2023-08-31
177,3386,KHLONG KHWANG,คลองขวาง,3384,SAI NOI,ไทรน้อย,3372,Nonthaburi,นนทบุรี,100.0,100.0,20.0,100.0,100.0,92.0,1.0,100.0,1.0,41.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
46,3524,BANG KAEO,บางแก้ว,3522,BANG PHLI,บางพลี,3498,Samut Prakan,สมุทรปราการ,78.0,80.0,79.0,92.0,98.0,88.0,1.0,98.0,0.0,39.0,98.0,98.0,95.0,99.0,100.0,99.0,baania,2023-08-31
334,3883,BANG BAMRU,บางบำหรุ,3881,BANG PHLAT,บางพลัด,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,1.0,99.0,94.0,59.0,100.0,71.0,100.0,99.0,97.0,96.0,baania,2023-08-31
312,3814,SI KAN,สีกัน,3811,DON MUEANG,ดอนเมือง,3781,Bangkok,กรุงเทพมหานคร,62.0,84.0,62.0,98.0,98.0,86.0,1.0,50.0,1.0,20.0,88.0,51.0,89.0,76.0,69.0,76.0,baania,2023-08-31
322,3903,DOKMAI,ดอกไม้,3901,PRAWET,ประเวศ,3781,Bangkok,กรุงเทพมหานคร,85.0,91.0,85.0,98.0,100.0,94.0,5.0,86.0,1.0,37.0,98.0,47.0,97.0,83.0,95.0,85.0,baania,2023-08-31
154,3845,SAMRE,สำเหร่,3839,THON BURI,ธนบุรี,3781,Bangkok,กรุงเทพมหานคร,88.0,100.0,88.0,100.0,100.0,96.0,100.0,97.0,100.0,99.0,100.0,80.0,100.0,90.0,100.0,93.0,baania,2023-08-31
259,3870,BANG KHAE,บางแค,3869,BANG KHAE,บางแค,3781,Bangkok,กรุงเทพมหานคร,80.0,95.0,80.0,100.0,100.0,93.0,2.0,94.0,1.0,39.0,97.0,63.0,97.0,92.0,93.0,91.0,baania,2023-08-31
212,3763,SALA YA,ศาลายา,3760,PHUTTHAMONTHON,พุทธมณฑล,3667,Nakhon Pathom,นครปฐม,53.0,13.0,73.0,99.0,95.0,78.0,0.0,77.0,0.0,31.0,97.0,86.0,97.0,100.0,100.0,98.0,baania,2023-08-31
222,3671,THANON KHAT,ถนนขาด,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,54.0,7.0,7.0,87.0,100.0,65.0,0.0,1.0,0.0,0.0,97.0,79.0,88.0,100.0,100.0,96.0,baania,2023-08-31
30,3937,MIN BURI,มีนบุรี,3936,MIN BURI,มีนบุรี,3781,Bangkok,กรุงเทพมหานคร,96.0,99.0,96.0,97.0,100.0,97.0,2.0,93.0,1.0,38.0,97.0,67.0,100.0,87.0,85.0,88.0,baania,2023-08-31
131,3954,KHLONG SAM PRAWET,คลองสามประเวศ,3950,LAT KRABANG,ลาดกระบัง,3781,Bangkok,กรุงเทพมหานคร,95.0,100.0,95.0,100.0,100.0,99.0,55.0,88.0,1.0,57.0,99.0,55.0,100.0,75.0,57.0,79.0,baania,2023-08-31
339,3987,NONG KHANG PHLU,หนองค้างพลู,3985,NONG KHAEM,หนองแขม,3781,Bangkok,กรุงเทพมหานคร,88.0,97.0,88.0,99.0,99.0,95.0,1.0,93.0,1.0,38.0,99.0,66.0,99.0,87.0,72.0,87.0,baania,2023-08-31
148,3956,LAM PLA THIO,ลำปลาทิว,3950,LAT KRABANG,ลาดกระบัง,3781,Bangkok,กรุงเทพมหานคร,86.0,94.0,86.0,96.0,100.0,93.0,9.0,65.0,1.0,30.0,92.0,49.0,99.0,75.0,84.0,79.0,baania,2023-08-31
231,3391,NONG PHRAO NGAI,หนองเพรางาย,3384,SAI NOI,ไทรน้อย,3372,Nonthaburi,นนทบุรี,44.0,64.0,1.0,97.0,100.0,73.0,1.0,1.0,1.0,1.0,92.0,99.0,62.0,100.0,100.0,95.0,baania,2023-08-31
239,3412,BANG MUANG,บางม่วง,3411,BANG YAI,บางใหญ่,3372,Nonthaburi,นนทบุรี,72.0,93.0,65.0,98.0,99.0,89.0,14.0,94.0,1.0,44.0,97.0,100.0,97.0,100.0,100.0,99.0,baania,2023-08-31
86,3669,DON YAI HOM,ดอนยายหอม,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,1.0,20.0,1.0,40.0,80.0,30.0,0.0,1.0,0.0,0.0,73.0,91.0,73.0,100.0,100.0,91.0,baania,2023-08-31
151,3683,LAM PHAYA,ลำพยา,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,33.0,15.0,60.0,95.0,98.0,71.0,0.0,1.0,0.0,0.0,83.0,96.0,94.0,100.0,100.0,95.0,baania,2023-08-31
140,3619,KHLONG SI,คลองสี่,3615,KHLONG LUANG,คลองหลวง,3599,Pathum Thani,ปทุมธานี,18.0,18.0,71.0,98.0,90.0,70.0,0.0,81.0,0.0,32.0,100.0,99.0,96.0,77.0,57.0,84.0,baania,2023-08-31
172,3943,THANON PHAYA THAI,ถนนพญาไท,3942,RATCHATHEWI,ราชเทวี,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,100.0,100.0,95.0,98.0,baania,2023-08-31
76,3788,KHLONG TON SAI,คลองต้นไทร,3786,KHLONG SAN,คลองสาน,3781,Bangkok,กรุงเทพมหานคร,99.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.0,100.0,100.0,100.0,98.0,baania,2023-08-31
167,3805,SENA NIKHOM,เสนานิคม,3800,CHATUCHAK,จตุจักร,3781,Bangkok,กรุงเทพมหานคร,92.0,100.0,92.0,100.0,99.0,97.0,33.0,98.0,1.0,52.0,99.0,66.0,99.0,94.0,94.0,93.0,baania,2023-08-31
98,3899,LUMPHINI,ลุมพินี,3896,PATHUM WAN,ปทุมวัน,3781,Bangkok,กรุงเทพมหานคร,97.0,100.0,97.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,99.0,83.0,100.0,99.0,98.0,97.0,baania,2023-08-31
139,3890,SI LOM,สีลม,3886,BANG RAK,บางรัก,3781,Bangkok,กรุงเทพมหานคร,98.0,100.0,98.0,100.0,100.0,99.0,100.0,100.0,97.0,99.0,100.0,88.0,100.0,100.0,98.0,99.0,baania,2023-08-31
289,3958,LAT PHRAO,ลาดพร้าว,3957,LAT PHRAO,ลาดพร้าว,3781,Bangkok,กรุงเทพมหานคร,89.0,99.0,89.0,99.0,99.0,96.0,24.0,98.0,1.0,49.0,99.0,67.0,99.0,94.0,93.0,93.0,baania,2023-08-31
324,3692,NONG PAK LONG,หนองปากโลง,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,68.0,11.0,75.0,98.0,78.0,79.0,0.0,1.0,0.0,0.0,94.0,92.0,97.0,100.0,98.0,97.0,baania,2023-08-31
320,3873,LAK SONG,หลักสอง,3869,BANG KHAE,บางแค,3781,Bangkok,กรุงเทพมหานคร,74.0,79.0,74.0,95.0,92.0,86.0,1.0,88.0,1.0,36.0,95.0,56.0,98.0,80.0,84.0,82.0,baania,2023-08-31
14,20624,BANG BON NUEA,บางบอนเหนือ,3879,BANG BON,บางบอน,3781,Bangkok,กรุงเทพมหานคร,88.0,96.0,88.0,100.0,100.0,96.0,1.0,82.0,1.0,33.0,90.0,47.0,100.0,73.0,77.0,77.0,baania,2023-08-31
216,3984,O NGOEN,ออเงิน,3981,SAI MAI,สายไหม,3781,Bangkok,กรุงเทพมหานคร,77.0,90.0,77.0,96.0,100.0,90.0,1.0,40.0,1.0,17.0,88.0,54.0,98.0,78.0,79.0,80.0,baania,2023-08-31
326,20622,BANG NA NUEA,บางนาเหนือ,3877,BANG NA,บางนา,3781,Bangkok,กรุงเทพมหานคร,97.0,100.0,97.0,100.0,100.0,99.0,82.0,98.0,1.0,72.0,98.0,67.0,100.0,97.0,99.0,95.0,baania,2023-08-31
166,3400,WAT CHALO,วัดชลอ,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,74.0,90.0,64.0,91.0,91.0,84.0,1.0,97.0,36.0,47.0,97.0,100.0,96.0,99.0,98.0,98.0,baania,2023-08-31
202,3616,KHLONG NUENG,คลองหนึ่ง,3615,KHLONG LUANG,คลองหลวง,3599,Pathum Thani,ปทุมธานี,90.0,70.0,72.0,99.0,95.0,91.0,0.0,83.0,0.0,33.0,100.0,100.0,98.0,99.0,96.0,99.0,baania,2023-08-31
63,3955,THAP YAO,ทับยาว,3950,LAT KRABANG,ลาดกระบัง,3781,Bangkok,กรุงเทพมหานคร,87.0,85.0,87.0,90.0,95.0,89.0,6.0,77.0,1.0,33.0,92.0,56.0,95.0,74.0,80.0,78.0,baania,2023-08-31
253,3504,BANG PU,บางปู,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,75.0,95.0,100.0,100.0,100.0,95.0,1.0,1.0,0.0,1.0,96.0,100.0,100.0,100.0,100.0,99.0,baania,2023-08-31
152,3785,PHRA KHANONG,พระโขนง,3782,KHLONG TOEI,คลองเตย,3781,Bangkok,กรุงเทพมหานคร,96.0,99.0,96.0,100.0,100.0,99.0,100.0,99.0,43.0,89.0,100.0,92.0,100.0,99.0,100.0,99.0,baania,2023-08-31
214,3674,THAMMASALA,ธรรมศาลา,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,80.0,20.0,1.0,100.0,100.0,78.0,0.0,1.0,0.0,0.0,100.0,100.0,91.0,100.0,100.0,99.0,baania,2023-08-31
298,3976,TALAT NOI,ตลาดน้อย,3973,SAMPHANTHAWONG,สัมพันธวงศ์,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,100.0,100.0,99.0,baania,2023-08-31
303,3832,BANG RAMAT,บางระมาด,3826,TALING CHAN,ตลิ่งชัน,3781,Bangkok,กรุงเทพมหานคร,73.0,99.0,73.0,100.0,99.0,92.0,4.0,92.0,1.0,39.0,99.0,53.0,98.0,89.0,63.0,86.0,baania,2023-08-31
100,3610,BAN KLANG,บ้านกลาง,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,88.0,68.0,71.0,100.0,100.0,91.0,0.0,96.0,0.0,39.0,100.0,100.0,96.0,96.0,93.0,97.0,baania,2023-08-31
111,3627,PRACHA THIPAT,ประชาธิปัตย์,3623,THANYABURI,ธัญบุรี,3599,Pathum Thani,ปทุมธานี,95.0,87.0,91.0,97.0,100.0,96.0,0.0,100.0,0.0,40.0,100.0,100.0,99.0,100.0,99.0,100.0,baania,2023-08-31
127,3868,BANG KHLO,บางโคล่,3865,BANG KHO LAEM,บางคอแหลม,3781,Bangkok,กรุงเทพมหานคร,83.0,99.0,83.0,99.0,99.0,94.0,64.0,93.0,92.0,82.0,98.0,79.0,100.0,89.0,99.0,92.0,baania,2023-08-31
122,3652,CHIANG RAK YAI,เชียงรากใหญ่,3647,SAM KHOK,สามโคก,3599,Pathum Thani,ปทุมธานี,14.0,1.0,21.0,100.0,100.0,65.0,0.0,19.0,0.0,7.0,100.0,100.0,94.0,85.0,45.0,87.0,baania,2023-08-31
300,3887,BANG RAK,บางรัก,3886,BANG RAK,บางรัก,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,99.0,baania,2023-08-31
124,3515,KHLONG DAN,คลองด่าน,3513,BANG BO,บางบ่อ,3498,Samut Prakan,สมุทรปราการ,80.0,100.0,1.0,100.0,100.0,86.0,1.0,1.0,0.0,1.0,100.0,100.0,73.0,100.0,100.0,97.0,baania,2023-08-31
301,3885,BANG O,บางอ้อ,3881,BANG PHLAT,บางพลัด,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,91.0,96.0,100.0,95.0,100.0,77.0,100.0,89.0,100.0,92.0,baania,2023-08-31
129,3979,THUNG WAT DON,ทุ่งวัดดอน,3977,SATHON,สาทร,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,88.0,100.0,98.0,100.0,98.0,baania,2023-08-31
43,3509,PAK NAM,ปากน้ำ,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,91.0,93.0,96.0,100.0,97.0,97.0,8.0,100.0,0.0,43.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
249,3949,BANG PAKOK,บางปะกอก,3947,RAT BURANA,ราษฎร์บูรณะ,3781,Bangkok,กรุงเทพมหานคร,81.0,98.0,81.0,100.0,100.0,94.0,19.0,91.0,95.0,63.0,100.0,69.0,100.0,87.0,93.0,90.0,baania,2023-08-31
165,3552,BAN KHLONG SUAN,บ้านคลองสวน,3549,PHRA SAMUT CHEDI,พระสมุทรเจดีย์,3498,Samut Prakan,สมุทรปราการ,57.0,59.0,45.0,92.0,92.0,77.0,1.0,56.0,0.0,23.0,73.0,76.0,80.0,96.0,95.0,88.0,baania,2023-08-31
337,3514,BANG BO,บางบ่อ,3513,BANG BO,บางบ่อ,3498,Samut Prakan,สมุทรปราการ,87.0,73.0,91.0,93.0,83.0,88.0,1.0,17.0,0.0,7.0,95.0,87.0,98.0,97.0,98.0,96.0,baania,2023-08-31
51,3501,THAI BAN MAI,ท้ายบ้านใหม่,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,97.0,94.0,85.0,99.0,99.0,97.0,1.0,96.0,0.0,38.0,100.0,100.0,98.0,100.0,100.0,100.0,baania,2023-08-31
44,3604,BANG DUEA,บางเดื่อ,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,63.0,36.0,69.0,98.0,85.0,81.0,0.0,94.0,0.0,37.0,100.0,96.0,95.0,97.0,87.0,96.0,baania,2023-08-31
218,3658,BAN PATHUM,บ้านปทุม,3647,SAM KHOK,สามโคก,3599,Pathum Thani,ปทุมธานี,1.0,1.0,1.0,60.0,20.0,32.0,0.0,1.0,0.0,0.0,100.0,91.0,73.0,64.0,18.0,70.0,baania,2023-08-31
251,3705,SA SI MUM,สระสี่มุม,3694,KAMPHAENG SAEN,กำแพงแสน,3667,Nakhon Pathom,นครปฐม,1.0,1.0,1.0,100.0,100.0,60.0,0.0,1.0,0.0,0.0,45.0,73.0,64.0,100.0,100.0,83.0,baania,2023-08-31
228,3634,KHU BANG LUANG,คูบางหลวง,3630,LAT LUM KAEO,ลาดหลุมแก้ว,3599,Pathum Thani,ปทุมธานี,49.0,4.0,18.0,72.0,72.0,55.0,0.0,75.0,0.0,30.0,90.0,97.0,74.0,77.0,56.0,79.0,baania,2023-08-31
208,3776,BAN MAI,บ้านใหม่,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,80.0,14.0,60.0,100.0,100.0,83.0,0.0,36.0,0.0,14.0,100.0,88.0,94.0,100.0,100.0,98.0,baania,2023-08-31
34,3607,BANG PHUN,บางพูน,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,77.0,45.0,81.0,98.0,97.0,87.0,0.0,96.0,0.0,38.0,100.0,100.0,98.0,97.0,87.0,97.0,baania,2023-08-31
306,3512,SAMRONG NUEA,สำโรงเหนือ,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,89.0,88.0,89.0,99.0,99.0,95.0,84.0,100.0,0.0,73.0,100.0,99.0,100.0,100.0,100.0,100.0,baania,2023-08-31
265,3861,SAMAE DAM,แสมดำ,3859,BANG KHUN THIAN,บางขุนเทียน,3781,Bangkok,กรุงเทพมหานคร,77.0,90.0,77.0,97.0,100.0,91.0,1.0,84.0,1.0,34.0,95.0,54.0,97.0,81.0,89.0,84.0,baania,2023-08-31
2,4001,HUAI KHWANG,ห้วยขวาง,4000,HUAI KHWANG,ห้วยขวาง,3781,Bangkok,กรุงเทพมหานคร,87.0,99.0,87.0,100.0,100.0,96.0,100.0,99.0,59.0,91.0,99.0,75.0,99.0,98.0,95.0,96.0,baania,2023-08-31
207,3636,RAHAENG,ระแหง,3630,LAT LUM KAEO,ลาดหลุมแก้ว,3599,Pathum Thani,ปทุมธานี,29.0,6.0,69.0,69.0,91.0,57.0,0.0,1.0,0.0,0.0,97.0,100.0,99.0,94.0,77.0,94.0,baania,2023-08-31
333,3510,PHRAEKSA,แพรกษา,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,79.0,72.0,65.0,100.0,99.0,89.0,1.0,41.0,0.0,17.0,99.0,99.0,97.0,100.0,100.0,99.0,baania,2023-08-31
313,20615,PHRA HANONG TAI,พระโขนงใต้,3913,PHRA KHANONG,พระโขนง,3781,Bangkok,กรุงเทพมหานคร,95.0,98.0,95.0,100.0,100.0,98.0,100.0,99.0,1.0,79.0,100.0,75.0,100.0,97.0,100.0,96.0,baania,2023-08-31
52,3998,TALAT BANG KHEN,ตลาดบางเขน,3997,LAK SI,หลักสี่,3781,Bangkok,กรุงเทพมหานคร,87.0,97.0,87.0,100.0,99.0,96.0,1.0,97.0,1.0,40.0,100.0,79.0,99.0,94.0,97.0,95.0,baania,2023-08-31
89,3388,SAI NOI,ไทรน้อย,3384,SAI NOI,ไทรน้อย,3372,Nonthaburi,นนทบุรี,47.0,90.0,18.0,96.0,93.0,77.0,1.0,91.0,1.0,37.0,90.0,100.0,83.0,100.0,100.0,96.0,baania,2023-08-31
149,3784,KHLONG TAN,คลองตัน,3782,KHLONG TOEI,คลองเตย,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,99.0,100.0,80.0,100.0,100.0,100.0,98.0,baania,2023-08-31
113,3735,LAN TAK FA,ลานตากฟ้า,3719,NAKHON CHAI SI,นครชัยศรี,3667,Nakhon Pathom,นครปฐม,1.0,1.0,1.0,1.0,100.0,11.0,0.0,1.0,0.0,0.0,55.0,45.0,73.0,82.0,100.0,74.0,baania,2023-08-31
84,3951,LAT KRABANG,ลาดกระบัง,3950,LAT KRABANG,ลาดกระบัง,3781,Bangkok,กรุงเทพมหานคร,75.0,98.0,75.0,100.0,99.0,92.0,92.0,97.0,1.0,76.0,92.0,53.0,98.0,98.0,88.0,91.0,baania,2023-08-31
159,3740,SISA THONG,ศรีษะทอง,3719,NAKHON CHAI SI,นครชัยศรี,3667,Nakhon Pathom,นครปฐม,100.0,20.0,100.0,100.0,100.0,92.0,0.0,1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,baania,2023-08-31
199,3910,WAT SOMMANAT,วัดโสมนัส,3905,POM PRAP SATTRU PHAI,ป้อมปราบศัตรูพ่าย,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,99.0,100.0,90.0,100.0,100.0,100.0,99.0,baania,2023-08-31
160,3379,BANG KHEN,บางเขน,3373,MUEANG NONTHABURI,เมืองนนทบุรี,3372,Nonthaburi,นนทบุรี,94.0,98.0,77.0,100.0,99.0,96.0,98.0,100.0,50.0,89.0,100.0,100.0,99.0,100.0,100.0,100.0,baania,2023-08-31
82,3948,RAT BURANA,ราษฎร์บูรณะ,3947,RAT BURANA,ราษฎร์บูรณะ,3781,Bangkok,กรุงเทพมหานคร,100.0,98.0,100.0,100.0,100.0,100.0,1.0,92.0,87.0,54.0,100.0,72.0,100.0,88.0,98.0,91.0,baania,2023-08-31
93,3380,BANG PHAI,บางไผ่,3373,MUEANG NONTHABURI,เมืองนนทบุรี,3372,Nonthaburi,นนทบุรี,80.0,97.0,85.0,94.0,100.0,91.0,22.0,99.0,99.0,68.0,98.0,100.0,100.0,100.0,100.0,99.0,baania,2023-08-31
200,3858,HUA MAK,หัวหมาก,3856,BANG KAPI,บางกะปิ,3781,Bangkok,กรุงเทพมหานคร,94.0,98.0,94.0,100.0,99.0,98.0,94.0,98.0,100.0,97.0,99.0,74.0,100.0,95.0,96.0,94.0,baania,2023-08-31
