Time,dust_1,dust_2_5,dust_10
2020-02-05T04:58:34Z,13.36,28.34,60.34
2020-02-05T04:56:41Z,13.47,27.5,61.06
2020-02-05T04:54:47Z,13.01,28.37,61.28
2020-02-05T04:52:54Z,12.09,22.17,49.34
2020-02-05T04:51:01Z,12.5,25.87,86.55
2020-02-05T04:49:08Z,13.61,27.34,97.0
2020-02-05T04:47:15Z,14.13,30.51,57.1
2020-02-05T04:45:20Z,12.19,21.75,49.12
2020-02-05T04:43:27Z,13.58,28.22,51.9
2020-02-05T04:41:33Z,12.17,24.11,47.63
2020-02-05T04:39:39Z,12.52,24.66,49.52
2020-02-05T04:37:45Z,12.74,23.28,62.39
2020-02-05T04:35:52Z,12.36,25.87,59.83
2020-02-05T04:33:59Z,12.33,24.1,59.43
2020-02-05T04:32:05Z,13.19,27.82,60.1
2020-02-05T04:30:11Z,12.94,23.09,74.5
2020-02-05T04:28:17Z,13.92,27.59,62.46
2020-02-05T04:26:23Z,12.99,24.84,52.3
2020-02-05T04:24:30Z,12.93,26.78,58.37
2020-02-05T04:22:36Z,13.58,27.77,92.84
2020-02-05T04:20:43Z,12.28,24.95,47.72
2020-02-05T04:18:48Z,13.16,25.18,98.74
2020-02-05T04:16:55Z,13.32,24.06,63.55
2020-02-05T04:15:01Z,14.2,24.55,51.87
2020-02-05T04:13:08Z,12.23,22.75,49.93
2020-02-05T04:11:15Z,13.05,25.07,37.51
2020-02-05T04:09:21Z,12.36,24.55,61.47
2020-02-05T04:07:28Z,11.28,23.77,66.32
2020-02-05T04:05:31Z,12.21,23.13,59.07
2020-02-05T04:03:37Z,13.33,26.08,72.79
2020-02-05T04:01:42Z,13.6,29.69,63.74
2020-02-05T03:59:49Z,13.42,28.56,45.98
2020-02-05T03:57:56Z,12.13,25.12,59.27
2020-02-05T03:56:02Z,12.86,26.7,52.18
2020-02-05T03:54:09Z,12.66,26.13,37.02
2020-02-05T03:52:16Z,13.75,28.75,44.29
2020-02-05T03:50:23Z,13.25,27.91,89.42
2020-02-05T03:48:29Z,11.53,21.4,35.29
2020-02-05T03:46:36Z,12.18,24.4,39.6
2020-02-05T03:44:42Z,12.9,24.34,34.71
2020-02-05T03:42:48Z,12.07,24.27,51.58
2020-02-05T03:40:55Z,12.05,22.98,38.58
2020-02-05T03:39:01Z,12.13,26.43,66.24
2020-02-05T03:37:07Z,12.92,24.76,67.11
2020-02-05T03:35:14Z,12.11,23.0,42.02
2020-02-05T03:33:20Z,12.67,27.34,72.48
2020-02-05T03:31:27Z,12.47,25.26,44.69
2020-02-05T03:29:33Z,12.71,29.31,79.28
2020-02-05T03:27:40Z,12.75,28.01,75.71
2020-02-05T03:25:46Z,12.28,25.65,87.62
2020-02-05T03:23:52Z,13.17,28.91,68.3
2020-02-05T03:21:59Z,11.43,21.73,55.77
2020-02-05T03:20:06Z,12.05,25.47,49.93
2020-02-05T03:18:11Z,12.28,25.58,48.44
2020-02-05T03:16:18Z,10.77,20.42,54.43
2020-02-05T03:14:24Z,11.59,22.69,43.45
2020-02-05T03:12:31Z,11.84,24.19,37.56
2020-02-05T03:10:37Z,12.2,26.87,50.56
2020-02-05T03:08:44Z,12.42,23.68,75.2
2020-02-05T03:06:51Z,12.44,22.63,27.84
2020-02-05T03:04:57Z,12.84,22.47,38.99
2020-02-05T03:03:03Z,11.97,23.59,38.43
2020-02-05T03:01:10Z,11.86,23.13,35.15
2020-02-05T02:59:16Z,11.07,20.08,49.76
2020-02-05T02:57:22Z,12.07,22.24,26.97
2020-02-05T02:55:29Z,12.59,25.48,62.04
2020-02-05T02:53:35Z,12.64,23.0,63.21
2020-02-05T02:51:41Z,12.38,22.23,70.99
2020-02-05T02:49:45Z,11.75,25.8,56.14
2020-02-05T02:47:51Z,12.12,22.8,57.93
2020-02-05T02:45:58Z,12.32,21.72,30.3
2020-02-05T02:44:05Z,11.69,23.11,36.62
2020-02-05T02:42:12Z,12.21,25.79,40.04
2020-02-05T02:40:17Z,11.19,22.78,51.49
2020-02-05T02:38:23Z,12.8,26.62,79.72
2020-02-05T02:36:30Z,12.45,21.89,42.78
2020-02-05T02:34:37Z,12.13,28.38,72.4
2020-02-05T02:32:44Z,12.62,24.95,81.34
2020-02-05T02:30:51Z,12.83,25.17,43.1
2020-02-05T02:28:57Z,11.97,23.94,42.81
2020-02-05T02:27:03Z,11.81,23.86,44.14
2020-02-05T02:25:10Z,12.12,22.58,31.26
2020-02-05T02:23:17Z,12.64,22.8,30.62
2020-02-05T02:21:23Z,11.96,21.04,29.66
2020-02-05T02:19:28Z,12.06,26.15,58.38
2020-02-05T02:17:35Z,12.88,25.35,70.62
2020-02-05T02:15:41Z,12.09,20.46,53.54
2020-02-05T02:13:47Z,13.12,27.39,49.84
2020-02-05T02:11:51Z,12.67,23.57,62.03
2020-02-05T02:09:58Z,12.37,23.44,41.77
2020-02-05T02:08:05Z,13.27,24.67,52.61
2020-02-05T02:06:12Z,12.12,21.91,33.93
2020-02-05T02:04:19Z,12.51,23.33,44.33
2020-02-05T02:02:25Z,11.65,22.34,30.76
2020-02-05T02:00:31Z,12.13,22.81,34.32
2020-02-05T01:58:38Z,11.87,25.53,49.27
2020-02-05T01:56:45Z,12.32,26.79,57.0
2020-02-05T01:54:52Z,11.62,23.34,50.64
2020-02-05T01:52:58Z,12.46,22.76,31.94
2020-02-05T01:51:04Z,13.05,22.55,27.54
2020-02-05T01:49:10Z,12.52,24.49,50.55
2020-02-05T01:47:17Z,13.11,27.84,56.72
2020-02-05T01:45:24Z,12.17,20.23,60.08
2020-02-05T01:43:31Z,12.03,26.81,48.14
2020-02-05T01:41:37Z,12.58,23.42,64.47
2020-02-05T01:39:44Z,12.86,26.48,77.67
2020-02-05T01:37:50Z,12.42,23.31,30.09
2020-02-05T01:35:57Z,14.07,26.16,61.95
2020-02-05T01:34:04Z,12.53,25.14,89.86
2020-02-05T01:32:06Z,13.35,26.84,47.72
2020-02-05T01:30:13Z,11.9,22.45,38.43
2020-02-05T01:28:17Z,13.51,28.32,54.02
2020-02-05T01:26:23Z,12.16,26.73,54.1
2020-02-05T01:24:30Z,12.63,23.93,88.52
2020-02-05T01:22:37Z,13.77,25.14,44.44
2020-02-05T01:20:44Z,13.36,28.65,45.81
2020-02-05T01:18:51Z,13.75,27.3,42.62
2020-02-05T01:16:56Z,13.28,26.2,42.55
2020-02-05T01:15:02Z,12.77,24.99,79.33
2020-02-05T01:13:09Z,13.47,25.32,53.42
2020-02-05T01:11:16Z,13.02,27.22,77.11
2020-02-05T01:09:22Z,14.17,29.33,79.48
2020-02-05T01:07:29Z,13.52,27.89,75.37
2020-02-05T01:05:35Z,14.24,29.5,52.59
2020-02-05T01:03:41Z,12.94,25.13,58.75
2020-02-05T01:01:47Z,14.28,27.01,47.53
2020-02-05T00:59:51Z,12.81,25.78,42.19
2020-02-05T00:57:58Z,13.9,23.47,70.1
2020-02-05T00:56:05Z,13.57,22.68,39.6
2020-02-05T00:54:12Z,13.63,31.32,52.76
2020-02-05T00:52:17Z,14.39,26.06,63.46
2020-02-05T00:50:23Z,13.96,24.01,56.12
2020-02-05T00:48:30Z,13.34,25.47,38.84
2020-02-05T00:46:37Z,13.08,24.44,48.48
2020-02-05T00:44:43Z,14.6,31.44,52.7
2020-02-05T00:42:50Z,13.43,24.72,81.96
2020-02-05T00:40:56Z,14.72,29.57,61.46
2020-02-05T00:39:03Z,13.55,25.64,68.84
2020-02-05T00:37:08Z,14.35,29.12,85.08
2020-02-05T00:35:15Z,13.86,26.2,77.03
2020-02-05T00:33:22Z,14.29,29.15,88.2
2020-02-05T00:31:27Z,14.58,26.02,35.11
2020-02-05T00:29:33Z,13.7,22.8,38.57
2020-02-05T00:27:40Z,13.54,28.14,58.85
2020-02-05T00:25:46Z,13.33,25.95,82.57
2020-02-05T00:23:53Z,14.46,25.44,51.92
2020-02-05T00:21:59Z,13.27,27.95,51.56
2020-02-05T00:20:05Z,14.74,29.83,55.48
2020-02-05T00:18:12Z,15.05,25.68,36.43
2020-02-05T00:16:18Z,13.43,25.17,49.92
2020-02-05T00:14:25Z,14.29,27.83,65.76
2020-02-05T00:12:30Z,14.17,27.72,40.26
2020-02-05T00:10:32Z,15.6,29.91,59.97
2020-02-05T00:08:39Z,14.01,24.23,43.1
2020-02-05T00:06:45Z,14.02,26.32,38.48
2020-02-05T00:04:50Z,13.83,27.29,79.34
2020-02-05T00:02:56Z,14.06,29.82,45.63
2020-02-05T00:01:01Z,14.24,27.48,62.36
2020-02-04T23:59:08Z,13.77,26.11,73.81
2020-02-04T23:57:15Z,15.29,27.74,96.38
2020-02-04T23:55:22Z,13.96,24.74,42.6
2020-02-04T23:53:28Z,13.17,25.58,47.22
2020-02-04T23:51:34Z,15.28,30.26,42.77
2020-02-04T23:49:39Z,14.57,28.0,73.58
2020-02-04T23:47:46Z,13.78,25.17,38.47
2020-02-04T23:45:53Z,14.45,25.23,41.32
2020-02-04T23:43:59Z,14.88,27.79,38.66
2020-02-04T23:42:04Z,14.87,27.75,74.46
2020-02-04T23:40:10Z,14.38,26.28,52.6
2020-02-04T23:38:17Z,13.9,24.47,34.31
2020-02-04T23:36:23Z,14.34,30.94,72.46
2020-02-04T23:34:30Z,14.02,27.01,39.28
2020-02-04T23:32:37Z,15.6,29.81,62.16
2020-02-04T23:30:44Z,14.31,31.83,81.32
2020-02-04T23:28:50Z,14.74,28.63,67.54
2020-02-04T23:26:57Z,15.82,27.67,40.4
2020-02-04T23:25:03Z,14.48,23.98,26.88
2020-02-04T23:23:10Z,14.2,25.92,63.39
2020-02-04T23:21:16Z,14.14,23.72,35.7
2020-02-04T23:19:22Z,14.87,28.41,60.04
2020-02-04T23:17:28Z,14.44,31.28,47.13
2020-02-04T23:15:35Z,15.51,31.33,124.79
2020-02-04T23:13:39Z,13.84,28.68,81.27
2020-02-04T23:11:45Z,14.83,26.4,47.38
2020-02-04T23:09:51Z,14.51,26.44,63.8
2020-02-04T23:07:57Z,14.13,25.13,61.52
2020-02-04T23:06:04Z,14.26,24.66,50.7
2020-02-04T23:04:10Z,15.91,30.44,50.93
2020-02-04T23:02:15Z,14.13,25.7,36.5
2020-02-04T23:00:21Z,14.59,28.57,47.12
2020-02-04T22:58:27Z,15.01,29.59,47.67
2020-02-04T22:56:33Z,14.12,25.56,54.6
2020-02-04T22:54:39Z,14.65,26.37,52.88
2020-02-04T22:52:45Z,14.23,27.84,60.69
2020-02-04T22:50:52Z,15.49,29.99,58.53
2020-02-04T22:48:59Z,15.87,29.87,96.25999
2020-02-04T22:47:05Z,16.76,30.05,80.36
2020-02-04T22:45:11Z,14.43,27.92,70.62
2020-02-04T22:43:17Z,16.16,30.94,59.32
2020-02-04T22:41:24Z,15.44,28.81,54.41
2020-02-04T22:39:30Z,14.14,29.2,45.64
2020-02-04T22:37:36Z,13.57,26.06,92.13
2020-02-04T22:35:42Z,15.68,31.09,47.61
2020-02-04T22:33:47Z,14.42,26.21,33.47
2020-02-04T22:31:54Z,15.62,30.36,46.86
2020-02-04T22:30:00Z,14.18,26.42,44.73
2020-02-04T22:28:07Z,14.77,28.28,52.75
2020-02-04T22:26:13Z,15.32,30.69,61.11
2020-02-04T22:24:19Z,15.66,32.75,75.53
2020-02-04T22:22:26Z,14.4,26.16,51.78
2020-02-04T22:20:32Z,14.08,26.99,34.09
2020-02-04T22:18:37Z,14.34,23.08,48.62
2020-02-04T22:16:44Z,14.06,24.07,75.01
2020-02-04T22:14:50Z,15.24,25.35,45.16
2020-02-04T22:12:56Z,14.61,24.7,35.66
2020-02-04T22:11:03Z,15.25,27.07,53.56
2020-02-04T22:09:10Z,14.23,23.89,57.59
2020-02-04T22:07:16Z,13.25,24.29,47.74
2020-02-04T22:05:23Z,14.88,28.66,50.13
2020-02-04T22:03:30Z,14.74,30.51,77.68999
2020-02-04T22:01:36Z,15.41,29.59,76.82
2020-02-04T21:59:42Z,14.14,26.57,40.77
2020-02-04T21:57:49Z,15.3,31.51,48.68
2020-02-04T21:55:56Z,15.68,28.28,42.52
2020-02-04T21:54:01Z,14.64,25.37,45.14
2020-02-04T21:51:28Z,15.27,26.26,40.47
2020-02-04T21:49:34Z,14.47,28.92,55.35
2020-02-04T21:47:40Z,15.07,25.21,41.72
2020-02-04T21:45:47Z,15.83,30.84,50.63
2020-02-04T21:43:53Z,15.99,28.99,47.15
2020-02-04T21:42:00Z,13.93,23.85,34.24
2020-02-04T21:40:07Z,14.51,26.13,66.16
2020-02-04T21:38:10Z,14.51,27.86,42.23
2020-02-04T21:36:16Z,14.42,27.32,54.59
2020-02-04T21:34:22Z,14.49,24.71,78.42
2020-02-04T21:32:29Z,15.52,28.6,53.3
2020-02-04T21:30:35Z,14.48,30.69,58.99
2020-02-04T21:28:42Z,14.48,25.54,42.44
2020-02-04T21:26:49Z,14.77,26.56,45.5
2020-02-04T21:24:55Z,14.03,24.83,59.96
2020-02-04T21:23:01Z,14.55,21.87,47.77
2020-02-04T21:21:07Z,14.23,25.82,44.48
2020-02-04T21:19:13Z,15.46,32.02,69.84
2020-02-04T21:17:19Z,14.17,26.54,74.58
2020-02-04T21:15:26Z,15.16,28.26,42.89
2020-02-04T21:13:32Z,15.41,29.98,64.99
2020-02-04T21:11:38Z,15.26,27.77,69.3
2020-02-04T21:09:44Z,13.83,26.59,83.92
2020-02-04T21:07:51Z,15.45,28.72,66.38
2020-02-04T21:05:57Z,16.08,28.42,37.09
2020-02-04T21:04:04Z,14.51,29.52,51.87
2020-02-04T21:02:11Z,14.49,24.32,44.64
2020-02-04T21:00:16Z,14.54,26.12,51.06
2020-02-04T20:58:23Z,15.22,27.6,46.58
2020-02-04T20:56:29Z,15.73,29.73,49.32
2020-02-04T20:54:36Z,13.93,26.51,41.7
2020-02-04T20:52:42Z,13.51,26.09,39.54
2020-02-04T20:50:49Z,15.85,30.33,56.23
2020-02-04T20:48:56Z,14.03,25.74,51.02
2020-02-04T20:47:03Z,15.27,28.36,44.41
2020-02-04T20:45:10Z,14.35,27.47,46.71
2020-02-04T20:43:16Z,13.71,25.77,69.03
2020-02-04T20:41:22Z,14.98,28.75,70.17
2020-02-04T20:39:29Z,14.66,29.75,73.72
2020-02-04T20:37:34Z,13.32,24.88,45.69
2020-02-04T20:35:41Z,13.56,24.22,41.22
2020-02-04T20:33:47Z,13.69,25.59,34.13
2020-02-04T20:31:51Z,13.88,25.52,38.75
2020-02-04T20:29:58Z,13.22,24.73,50.42
2020-02-04T20:28:05Z,14.32,26.98,79.59
2020-02-04T20:26:11Z,14.09,26.42,59.03
2020-02-04T20:24:18Z,13.75,24.19,70.7
2020-02-04T20:22:24Z,14.06,25.39,49.14
2020-02-04T20:20:30Z,14.2,27.59,84.98
2020-02-04T20:18:37Z,14.43,28.55,78.75
2020-02-04T20:16:44Z,14.11,26.08,37.16
2020-02-04T20:14:50Z,12.77,25.74,50.01
2020-02-04T20:12:57Z,13.65,22.69,44.76
2020-02-04T20:11:03Z,14.98,27.74,50.97
2020-02-04T20:09:10Z,13.89,25.3,56.73
2020-02-04T20:07:16Z,13.7,24.41,98.74
2020-02-04T20:05:22Z,15.23,26.25,35.54
2020-02-04T20:03:28Z,14.12,25.43,39.63
2020-02-04T20:01:33Z,14.19,23.83,47.32
2020-02-04T19:59:40Z,13.93,27.67,42.4
2020-02-04T19:57:47Z,15.37,30.13,57.15
2020-02-04T19:55:50Z,13.42,23.05,32.43
2020-02-04T19:53:57Z,16.12,29.71,97.81
2020-02-04T19:52:02Z,15.05,29.06,91.04
2020-02-04T19:50:08Z,15.18,25.19,80.54
2020-02-04T19:48:15Z,14.87,23.68,35.74
2020-02-04T19:46:21Z,14.61,25.51,34.71
2020-02-04T19:44:28Z,14.51,27.66,70.47
2020-02-04T19:42:34Z,13.38,27.42,41.23
2020-02-04T19:40:40Z,13.68,24.87,75.45
2020-02-04T19:38:47Z,13.98,25.83,54.26
2020-02-04T19:36:53Z,13.88,24.64,32.41
2020-02-04T19:35:00Z,15.21,27.53,75.12
2020-02-04T19:33:06Z,14.83,26.55,72.09
2020-02-04T19:31:13Z,13.74,26.26,47.05
2020-02-04T19:29:19Z,13.43,21.4,31.36
2020-02-04T19:27:26Z,13.72,24.9,50.58
2020-02-04T19:25:32Z,13.91,23.29,38.64
2020-02-04T19:23:38Z,13.82,21.56,49.77
2020-02-04T19:21:44Z,15.01,27.42,37.65
2020-02-04T19:19:50Z,13.61,23.06,53.94
2020-02-04T19:17:55Z,12.92,20.72,35.96
2020-02-04T19:16:01Z,15.25,24.52,52.08
2020-02-04T19:14:08Z,13.07,21.54,26.51
2020-02-04T19:12:13Z,13.48,23.11,36.45
2020-02-04T19:10:19Z,12.68,19.23,23.45
2020-02-04T19:08:25Z,13.63,22.57,29.54
2020-02-04T19:06:30Z,12.97,21.98,39.69
2020-02-04T19:04:37Z,12.9,19.8,31.46
2020-02-04T19:02:39Z,13.68,22.12,35.69
2020-02-04T19:00:45Z,13.18,21.5,33.74
2020-02-04T18:58:52Z,13.91,23.34,45.65
2020-02-04T18:56:58Z,12.69,23.14,62.74
2020-02-04T18:55:04Z,13.51,18.77,28.95
2020-02-04T18:53:10Z,13.78,22.54,39.82
2020-02-04T18:51:16Z,13.75,21.8,44.14
2020-02-04T18:49:22Z,13.06,20.5,46.83
2020-02-04T18:47:27Z,13.63,23.99,39.04
2020-02-04T18:45:33Z,13.99,24.4,76.18
2020-02-04T18:43:39Z,13.86,21.32,51.44
2020-02-04T18:41:46Z,13.83,23.18,27.33
2020-02-04T18:39:52Z,13.41,21.46,40.76
2020-02-04T18:37:58Z,13.58,19.96,26.98
2020-02-04T18:36:04Z,13.44,22.89,76.02
2020-02-04T18:34:11Z,13.55,21.56,83.72
2020-02-04T18:32:18Z,13.32,21.15,39.79
2020-02-04T18:30:25Z,12.82,22.25,34.67
2020-02-04T18:28:31Z,15.32,27.7,39.87
2020-02-04T18:26:34Z,12.8,21.01,54.79
2020-02-04T18:24:40Z,14.62,22.63,36.43
2020-02-04T18:22:45Z,12.73,19.48,31.3
2020-02-04T18:20:51Z,13.5,21.44,37.22
2020-02-04T18:18:57Z,13.72,22.64,67.5
2020-02-04T18:17:03Z,13.38,22.85,39.9
2020-02-04T18:15:08Z,13.99,22.92,62.45
2020-02-04T18:13:15Z,13.53,23.22,46.23
2020-02-04T18:11:21Z,12.85,22.7,42.47
2020-02-04T18:09:27Z,14.66,25.92,66.36
2020-02-04T18:07:32Z,12.42,19.54,41.36
2020-02-04T18:05:39Z,14.15,24.97,54.33
2020-02-04T18:03:46Z,13.47,21.73,44.15
2020-02-04T18:01:52Z,13.68,23.86,44.72
2020-02-04T17:59:58Z,13.57,21.8,59.54
2020-02-04T17:58:05Z,14.32,22.99,45.66
2020-02-04T17:56:10Z,13.15,21.42,34.3
2020-02-04T17:54:12Z,12.96,18.62,20.74
2020-02-04T17:52:18Z,13.35,22.24,38.14
2020-02-04T17:50:25Z,15.0,25.05,54.47
2020-02-04T17:48:31Z,13.46,20.42,25.6
2020-02-04T17:46:36Z,14.12,25.15,41.66
2020-02-04T17:44:43Z,13.71,23.38,56.7
2020-02-04T17:42:50Z,13.35,22.03,43.05
2020-02-04T17:40:56Z,13.49,22.78,38.78
2020-02-04T17:39:00Z,14.58,24.91,57.81
2020-02-04T17:36:57Z,14.1,23.76,55.89
2020-02-04T17:35:04Z,12.77,20.35,25.81
2020-02-04T17:33:08Z,12.53,19.98,42.35
2020-02-04T17:31:15Z,13.78,21.54,51.49
2020-02-04T17:29:18Z,13.63,21.22,31.64
2020-02-04T17:27:24Z,15.4,25.32,71.88
2020-02-04T17:25:30Z,13.52,20.7,44.37
2020-02-04T17:23:33Z,15.86,26.32,49.03
2020-02-04T17:21:38Z,15.03,25.05,36.52
2020-02-04T17:19:45Z,14.56,22.14,30.7
2020-02-04T17:17:49Z,15.0,22.49,27.13
2020-02-04T17:15:56Z,14.07,23.56,36.95
2020-02-04T17:14:01Z,14.77,23.75,60.07
2020-02-04T17:12:05Z,13.74,21.97,36.66
2020-02-04T17:10:09Z,15.79,22.46,29.0
2020-02-04T17:08:11Z,14.32,21.52,27.46
2020-02-04T17:06:16Z,15.95,24.37,46.53
2020-02-04T17:04:21Z,14.53,21.25,47.92
2020-02-04T17:02:27Z,15.02,21.45,32.7
2020-02-04T17:00:25Z,14.86,21.2,46.39
2020-02-04T16:58:31Z,14.31,20.96,41.9
2020-02-04T16:56:35Z,14.26,20.87,44.22
2020-02-04T16:54:40Z,15.75,20.3,22.87
2020-02-04T16:52:46Z,14.64,20.4,37.29
2020-02-04T16:50:51Z,15.08,23.25,42.22
2020-02-04T16:48:56Z,14.76,22.15,35.54
2020-02-04T16:47:01Z,16.85,23.17,56.72
2020-02-04T16:45:07Z,16.23,25.24,54.23
2020-02-04T16:43:12Z,15.84,26.08,44.04
2020-02-04T16:41:18Z,15.0,23.09,70.12
2020-02-04T16:39:10Z,15.94,26.64,62.69
2020-02-04T16:37:15Z,14.64,21.91,31.11
2020-02-04T16:34:21Z,14.79,21.9,55.11
2020-02-04T16:32:26Z,15.95,23.33,57.04
2020-02-04T16:30:30Z,15.27,24.68,38.6
2020-02-04T16:28:36Z,15.85,24.12,41.71
2020-02-04T16:26:42Z,14.79,22.34,51.48
2020-02-04T16:24:48Z,14.86,22.16,67.07
2020-02-04T16:22:50Z,14.67,20.95,27.4
2020-02-04T16:20:41Z,16.04,22.72,51.76
2020-02-04T16:18:46Z,13.69,20.53,31.89
2020-02-04T16:16:52Z,14.88,22.19,85.66
2020-02-04T16:14:58Z,15.79,24.76,39.49
2020-02-04T16:12:31Z,14.44,20.42,32.73
2020-02-04T16:10:37Z,14.39,22.15,39.34
2020-02-04T16:08:42Z,14.69,24.09,36.76
2020-02-04T16:06:47Z,14.64,20.71,24.16
2020-02-04T16:04:53Z,15.49,25.34,39.08
2020-02-04T16:02:59Z,14.31,21.19,25.97
2020-02-04T16:01:05Z,13.91,22.71,28.82
2020-02-04T15:59:10Z,14.07,21.67,30.39
2020-02-04T15:57:15Z,14.27,19.57,29.02
2020-02-04T15:55:21Z,14.37,21.71,32.72
2020-02-04T15:53:26Z,15.75,22.49,29.99
2020-02-04T15:51:32Z,14.21,19.47,40.18
2020-02-04T15:49:38Z,14.05,21.34,41.54
2020-02-04T15:47:44Z,13.86,19.74,32.13
2020-02-04T15:45:49Z,13.82,19.65,33.2
2020-02-04T15:43:54Z,15.32,20.76,27.0
2020-02-04T15:42:00Z,14.22,18.57,54.62
2020-02-04T15:40:05Z,14.41,21.0,49.23
2020-02-04T15:38:10Z,14.34,20.16,23.68
2020-02-04T15:36:16Z,14.28,20.36,23.58
2020-02-04T15:34:21Z,13.92,22.84,60.95
2020-02-04T15:32:26Z,14.04,21.15,43.28
2020-02-04T15:30:32Z,13.12,18.45,20.48
2020-02-04T15:28:38Z,14.04,22.95,64.43999
2020-02-04T15:26:42Z,13.64,23.39,45.94
2020-02-04T15:24:47Z,14.56,21.07,29.97
2020-02-04T15:22:53Z,13.27,22.41,58.99
2020-02-04T15:20:58Z,14.8,21.6,26.81
2020-02-04T15:19:04Z,12.3,20.43,32.18
2020-02-04T15:17:10Z,13.34,21.37,33.51
2020-02-04T15:15:15Z,12.61,20.45,27.74
2020-02-04T15:13:20Z,12.65,19.58,46.25
2020-02-04T15:11:26Z,14.21,23.57,33.54
2020-02-04T15:09:31Z,13.97,22.41,62.57
2020-02-04T15:07:34Z,12.91,18.2,28.49
2020-02-04T15:05:39Z,13.24,17.77,53.31
2020-02-04T15:03:44Z,14.34,19.96,25.77
2020-02-04T15:01:50Z,13.58,19.45,31.91
2020-02-04T14:59:55Z,13.7,21.54,88.43999
2020-02-04T14:58:01Z,12.94,19.82,64.22
2020-02-04T14:56:04Z,12.93,18.84,23.32
2020-02-04T14:54:09Z,12.76,19.3,25.05
2020-02-04T14:52:15Z,14.2,22.48,30.01
2020-02-04T14:50:21Z,13.6,22.36,45.69
2020-02-04T14:48:27Z,12.7,19.96,35.1
2020-02-04T14:46:33Z,12.42,19.04,31.89
2020-02-04T14:44:39Z,13.82,21.81,28.07
2020-02-04T14:42:45Z,12.57,20.89,52.16
2020-02-04T14:40:51Z,13.45,19.73,46.71
2020-02-04T14:38:54Z,12.99,17.64,23.3
2020-02-04T14:36:56Z,13.74,20.55,72.11
2020-02-04T14:35:00Z,12.74,20.67,67.73
2020-02-04T14:33:05Z,13.67,21.33,27.15
2020-02-04T14:31:10Z,12.91,19.03,35.89
2020-02-04T14:29:16Z,12.92,19.24,34.38
2020-02-04T14:27:22Z,13.3,20.16,66.28
2020-02-04T14:25:28Z,13.71,20.94,33.33
2020-02-04T14:23:33Z,12.06,16.67,38.78
2020-02-04T14:21:39Z,13.07,21.15,36.74
2020-02-04T14:19:41Z,12.9,21.32,29.72
2020-02-04T14:17:47Z,14.37,20.85,24.43
2020-02-04T14:15:53Z,13.04,19.14,42.26
2020-02-04T14:13:58Z,11.97,16.75,23.04
2020-02-04T14:12:04Z,14.05,21.35,25.92
2020-02-04T14:10:09Z,12.7,19.76,35.6
2020-02-04T14:08:14Z,13.35,19.43,59.57
2020-02-04T14:06:12Z,13.07,20.29,25.05
2020-02-04T14:04:17Z,13.04,20.62,31.75
2020-02-04T14:02:22Z,12.57,20.34,34.54
2020-02-04T14:00:27Z,14.23,24.58,41.94
2020-02-04T13:58:33Z,13.47,21.0,33.07
2020-02-04T13:56:39Z,13.72,20.6,36.71
2020-02-04T13:54:41Z,13.0,17.62,34.61
2020-02-04T13:52:47Z,13.88,20.01,27.4
2020-02-04T13:50:52Z,14.1,20.42,44.96
2020-02-04T13:48:58Z,12.88,17.45,61.35
2020-02-04T13:47:04Z,14.7,21.5,47.62
2020-02-04T13:45:09Z,14.02,19.74,46.44
2020-02-04T13:43:15Z,12.99,18.82,33.99
2020-02-04T13:41:20Z,13.07,20.09,62.47
2020-02-04T13:39:26Z,13.06,20.36,30.48
2020-02-04T13:37:32Z,13.84,18.92,28.96
2020-02-04T13:23:48Z,14.63,23.01,38.32
2020-02-04T13:21:55Z,13.98,21.35,32.79
