time,pm25
2020-02-04T18:28:44Z,49
2020-02-04T18:26:44Z,51
2020-02-04T18:24:44Z,51
2020-02-04T18:22:45Z,53
2020-02-04T18:20:44Z,50
2020-02-04T18:18:43Z,52
2020-02-04T18:16:43Z,52
2020-02-04T18:14:43Z,50
2020-02-04T18:12:43Z,52
2020-02-04T18:10:42Z,52
2020-02-04T18:08:42Z,52
2020-02-04T18:06:42Z,54
2020-02-04T18:04:42Z,52
2020-02-04T18:02:41Z,54
2020-02-04T18:00:42Z,52
2020-02-04T17:58:41Z,52
2020-02-04T17:56:41Z,54
2020-02-04T17:54:41Z,56
2020-02-04T17:52:40Z,55
2020-02-04T17:50:40Z,55
2020-02-04T17:48:40Z,55
2020-02-04T17:46:40Z,55
2020-02-04T17:44:39Z,51
2020-02-04T17:42:39Z,49
2020-02-04T17:40:39Z,51
2020-02-04T17:38:39Z,54
2020-02-04T17:36:39Z,57
2020-02-04T17:34:38Z,52
2020-02-04T17:32:38Z,52
2020-02-04T17:30:38Z,53
2020-02-04T17:28:38Z,54
2020-02-04T17:26:37Z,58
2020-02-04T17:24:38Z,59
2020-02-04T17:22:37Z,60
2020-02-04T17:20:38Z,56
2020-02-04T17:18:37Z,58
2020-02-04T17:16:36Z,64
2020-02-04T17:14:36Z,65
2020-02-04T17:12:36Z,60
2020-02-04T17:10:36Z,61
2020-02-04T17:08:35Z,64
2020-02-04T17:06:35Z,60
2020-02-04T17:04:35Z,62
2020-02-04T17:02:35Z,62
2020-02-04T17:00:35Z,62
2020-02-04T16:58:34Z,64
2020-02-04T16:56:35Z,66
2020-02-04T16:54:35Z,62
2020-02-04T16:52:34Z,60
2020-02-04T16:50:33Z,63
2020-02-04T16:48:33Z,64
2020-02-04T16:46:33Z,63
2020-02-04T16:44:33Z,77
2020-02-04T16:42:33Z,64
2020-02-04T16:40:32Z,62
2020-02-04T16:38:32Z,62
2020-02-04T16:36:32Z,60
2020-02-04T16:34:32Z,63
2020-02-04T16:30:31Z,65
2020-02-04T16:28:31Z,56
2020-02-04T16:26:31Z,60
2020-02-04T16:24:30Z,65
2020-02-04T16:22:30Z,59
2020-02-04T16:20:30Z,62
2020-02-04T16:18:30Z,62
2020-02-04T16:16:30Z,57
2020-02-04T16:14:29Z,54
2020-02-04T16:12:30Z,64
2020-02-04T16:10:29Z,62
2020-02-04T16:08:29Z,64
2020-02-04T16:06:28Z,58
2020-02-04T16:04:28Z,65
2020-02-04T16:02:28Z,59
2020-02-04T16:00:28Z,57
2020-02-04T15:58:28Z,64
2020-02-04T15:56:27Z,61
2020-02-04T15:54:27Z,60
2020-02-04T15:52:27Z,63
2020-02-04T15:50:27Z,58
2020-02-04T15:48:26Z,60
2020-02-04T15:46:26Z,57
2020-02-04T15:44:26Z,57
2020-02-04T15:42:26Z,64
2020-02-04T15:40:26Z,69
2020-02-04T15:38:25Z,59
2020-02-04T15:36:25Z,64
2020-02-04T15:34:25Z,60
2020-02-04T15:32:25Z,53
2020-02-04T15:30:24Z,59
2020-02-04T15:28:24Z,62
2020-02-04T15:26:24Z,53
2020-02-04T15:24:24Z,60
2020-02-04T15:22:24Z,58
2020-02-04T15:20:23Z,54
2020-02-04T15:18:23Z,59
2020-02-04T15:16:23Z,58
2020-02-04T15:14:23Z,60
2020-02-04T15:12:22Z,61
2020-02-04T15:10:22Z,56
2020-02-04T15:08:23Z,56
2020-02-04T15:06:22Z,53
2020-02-04T15:04:22Z,54
2020-02-04T15:02:21Z,54
2020-02-04T15:00:22Z,55
2020-02-04T14:58:21Z,54
2020-02-04T14:56:21Z,52
2020-02-04T14:54:20Z,51
2020-02-04T14:52:20Z,51
2020-02-04T14:50:20Z,58
2020-02-04T14:48:20Z,52
2020-02-04T14:46:20Z,55
2020-02-04T14:44:19Z,55
2020-02-04T14:42:19Z,50
2020-02-04T14:40:19Z,56
2020-02-04T14:38:19Z,58
2020-02-04T14:36:18Z,58
2020-02-04T14:34:18Z,53
2020-02-04T14:32:18Z,52
2020-02-04T14:30:18Z,52
2020-02-04T14:28:18Z,57
2020-02-04T14:26:17Z,51
2020-02-04T14:24:17Z,52
2020-02-04T14:22:17Z,54
2020-02-04T14:20:17Z,51
2020-02-04T14:18:16Z,54
2020-02-04T14:16:16Z,57
2020-02-04T14:14:16Z,59
2020-02-04T14:12:16Z,58
2020-02-04T14:10:16Z,60
2020-02-04T14:08:15Z,57
2020-02-04T14:06:16Z,53
2020-02-04T14:04:15Z,57
2020-02-04T14:02:15Z,56
2020-02-04T14:00:15Z,54
2020-02-04T13:58:14Z,55
2020-02-04T13:56:14Z,58
2020-02-04T13:54:14Z,58
2020-02-04T13:52:14Z,61
2020-02-04T13:50:13Z,55
2020-02-04T13:48:13Z,54
2020-02-04T13:46:13Z,52
2020-02-04T13:44:13Z,60
2020-02-04T13:42:12Z,54
2020-02-04T13:40:12Z,59
2020-02-04T13:38:12Z,56
2020-02-04T13:24:10Z,59
2020-02-04T13:22:10Z,64
2020-02-04T13:20:10Z,62
2020-02-04T13:18:10Z,62
2020-02-04T13:16:09Z,54
2020-02-04T13:14:09Z,58
2020-02-04T13:12:09Z,56
2020-02-04T13:10:09Z,51
2020-02-04T13:08:09Z,57
2020-02-04T13:06:08Z,57
2020-02-04T13:04:08Z,58
2020-02-04T13:02:08Z,52
2020-02-04T12:58:08Z,60
2020-02-04T12:56:07Z,55
2020-02-04T12:54:07Z,59
2020-02-04T12:52:07Z,55
2020-02-04T12:50:07Z,61
2020-02-04T12:48:06Z,62
2020-02-04T12:46:06Z,63
2020-02-04T12:44:06Z,59
2020-02-04T12:42:06Z,60
2020-02-04T12:40:05Z,59
2020-02-04T12:38:05Z,60
2020-02-04T12:36:05Z,52
2020-02-04T12:34:05Z,60
2020-02-04T12:32:05Z,57
2020-02-04T12:30:04Z,56
2020-02-04T12:28:04Z,62
2020-02-04T12:26:04Z,58
2020-02-04T12:24:04Z,61
2020-02-04T12:22:03Z,59
2020-02-04T12:20:03Z,59
2020-02-04T12:18:03Z,52
