time,pm25
2020-02-05T17:45:20Z,45
2020-02-05T17:43:20Z,43
2020-02-05T17:41:20Z,43
2020-02-05T17:39:19Z,44
2020-02-05T17:37:19Z,44
2020-02-05T17:35:19Z,44
2020-02-05T17:33:19Z,44
2020-02-05T17:31:18Z,43
2020-02-05T17:29:18Z,41
2020-02-05T17:27:18Z,47
2020-02-05T17:25:18Z,43
2020-02-05T17:23:18Z,43
2020-02-05T17:21:17Z,47
2020-02-05T17:19:17Z,46
2020-02-05T17:17:17Z,40
2020-02-05T17:15:18Z,44
2020-02-05T17:13:16Z,44
2020-02-05T17:11:16Z,49
2020-02-05T17:09:16Z,44
2020-02-05T17:07:16Z,44
2020-02-05T17:05:16Z,46
2020-02-05T17:03:15Z,47
2020-02-05T17:01:15Z,46
2020-02-05T16:59:15Z,48
2020-02-05T16:57:15Z,46
2020-02-05T16:55:14Z,49
2020-02-05T16:53:14Z,50
2020-02-05T16:51:14Z,49
2020-02-05T16:49:14Z,49
2020-02-05T16:47:14Z,51
2020-02-05T16:45:13Z,50
2020-02-05T16:43:13Z,50
2020-02-05T16:41:13Z,50
2020-02-05T16:39:13Z,48
2020-02-05T16:37:12Z,48
2020-02-05T16:35:12Z,47
2020-02-05T16:33:13Z,50
2020-02-05T16:31:12Z,48
2020-02-05T16:29:12Z,50
2020-02-05T16:27:11Z,47
2020-02-05T16:25:11Z,48
2020-02-05T16:23:11Z,49
2020-02-05T16:21:11Z,47
2020-02-05T16:19:10Z,49
2020-02-05T16:17:10Z,47
2020-02-05T16:15:10Z,46
2020-02-05T16:13:10Z,49
2020-02-05T16:11:10Z,50
2020-02-05T16:09:09Z,48
2020-02-05T16:07:09Z,48
2020-02-05T16:05:10Z,47
2020-02-05T16:03:09Z,50
2020-02-05T16:01:08Z,47
2020-02-05T15:59:08Z,48
2020-02-05T15:57:08Z,46
2020-02-05T15:55:08Z,48
2020-02-05T15:53:08Z,49
2020-02-05T15:51:07Z,50
2020-02-05T15:49:07Z,47
2020-02-05T15:47:07Z,48
2020-02-05T15:45:07Z,47
2020-02-05T15:43:06Z,43
2020-02-05T15:41:07Z,45
2020-02-05T15:39:06Z,48
2020-02-05T15:37:06Z,47
2020-02-05T15:35:06Z,48
2020-02-05T15:33:05Z,47
2020-02-05T15:31:05Z,46
2020-02-05T15:29:05Z,43
2020-02-05T15:27:05Z,49
2020-02-05T15:25:05Z,46
2020-02-05T15:23:04Z,45
2020-02-05T15:21:04Z,47
2020-02-05T15:19:04Z,45
2020-02-05T15:17:04Z,50
2020-02-05T15:15:03Z,49
2020-02-05T15:13:03Z,49
2020-02-05T15:11:03Z,46
2020-02-05T15:09:03Z,51
2020-02-05T15:07:02Z,49
2020-02-05T15:05:02Z,52
2020-02-05T15:03:03Z,51
2020-02-05T15:01:02Z,52
2020-02-05T14:59:01Z,49
2020-02-05T14:57:01Z,53
2020-02-05T14:55:01Z,45
2020-02-05T14:53:01Z,51
2020-02-05T14:51:01Z,47
2020-02-05T14:49:00Z,47
2020-02-05T14:47:00Z,50
2020-02-05T14:45:00Z,48
2020-02-05T14:43:00Z,47
2020-02-05T14:41:00Z,50
2020-02-05T14:39:00Z,49
2020-02-05T14:36:59Z,48
2020-02-05T14:34:59Z,52
2020-02-05T14:32:59Z,47
2020-02-05T14:30:58Z,48
2020-02-05T14:28:58Z,48
2020-02-05T14:26:58Z,51
2020-02-05T14:24:58Z,51
2020-02-05T14:22:57Z,47
2020-02-05T14:20:57Z,47
2020-02-05T14:18:57Z,48
2020-02-05T14:16:57Z,48
2020-02-05T14:14:57Z,50
2020-02-05T14:12:57Z,47
2020-02-05T14:10:56Z,50
2020-02-05T14:08:56Z,48
2020-02-05T14:06:56Z,50
2020-02-05T14:04:55Z,50
2020-02-05T14:02:55Z,48
2020-02-05T14:00:55Z,47
2020-02-05T13:58:55Z,48
2020-02-05T13:56:55Z,51
2020-02-05T13:54:54Z,50
2020-02-05T13:52:54Z,51
2020-02-05T13:50:54Z,49
2020-02-05T13:48:54Z,51
2020-02-05T13:46:53Z,49
2020-02-05T13:44:53Z,50
2020-02-05T13:42:53Z,47
2020-02-05T13:40:53Z,50
2020-02-05T13:38:53Z,49
2020-02-05T13:36:52Z,45
2020-02-05T13:34:53Z,49
2020-02-05T13:32:52Z,49
2020-02-05T13:30:52Z,51
2020-02-05T13:28:51Z,48
2020-02-05T13:26:51Z,50
2020-02-05T13:24:51Z,51
2020-02-05T13:22:51Z,51
2020-02-05T13:20:51Z,52
2020-02-05T13:18:50Z,49
2020-02-05T13:16:50Z,49
2020-02-05T13:14:50Z,49
2020-02-05T13:12:50Z,49
2020-02-05T13:10:49Z,48
2020-02-05T13:08:49Z,51
2020-02-05T13:06:50Z,46
2020-02-05T13:04:49Z,49
2020-02-05T13:02:49Z,53
2020-02-05T13:00:48Z,51
2020-02-05T12:58:49Z,47
2020-02-05T12:56:48Z,50
2020-02-05T12:54:48Z,49
2020-02-05T12:52:47Z,52
2020-02-05T12:50:47Z,49
2020-02-05T12:48:47Z,51
2020-02-05T12:46:47Z,48
2020-02-05T12:44:47Z,48
2020-02-05T12:42:46Z,47
2020-02-05T12:40:46Z,51
2020-02-05T12:38:46Z,47
2020-02-05T12:36:46Z,50
2020-02-05T12:34:46Z,49
2020-02-05T12:32:45Z,50
2020-02-05T12:30:45Z,48
2020-02-05T12:28:45Z,48
2020-02-05T12:26:44Z,53
2020-02-05T12:24:44Z,50
2020-02-05T12:22:44Z,50
2020-02-05T12:20:44Z,48
2020-02-05T12:18:44Z,49
2020-02-05T12:16:43Z,46
2020-02-05T12:14:43Z,44
2020-02-05T12:12:43Z,44
2020-02-05T12:10:43Z,48
2020-02-05T12:08:43Z,48
2020-02-05T12:06:42Z,49
2020-02-05T12:04:42Z,47
2020-02-05T12:02:42Z,50
2020-02-05T12:00:42Z,48
2020-02-05T11:58:41Z,47
2020-02-05T11:56:41Z,49
2020-02-05T11:54:41Z,51
2020-02-05T11:52:41Z,50
2020-02-05T11:50:40Z,48
2020-02-05T11:48:40Z,49
2020-02-05T11:46:40Z,49
2020-02-05T11:44:40Z,48
2020-02-05T11:42:40Z,50
2020-02-05T11:40:39Z,51
2020-02-05T11:38:39Z,49
2020-02-05T11:36:39Z,51
2020-02-05T11:34:39Z,49
2020-02-05T11:32:38Z,49
2020-02-05T11:30:38Z,48
2020-02-05T11:28:38Z,47
2020-02-05T11:26:38Z,48
2020-02-05T11:24:38Z,49
2020-02-05T11:22:37Z,47
2020-02-05T11:20:37Z,47
2020-02-05T11:18:37Z,49
2020-02-05T11:16:37Z,45
2020-02-05T11:14:36Z,51
2020-02-05T11:12:36Z,48
2020-02-05T11:10:36Z,51
2020-02-05T11:08:36Z,48
2020-02-05T11:06:36Z,50
2020-02-05T11:04:35Z,50
2020-02-05T11:02:35Z,48
2020-02-05T11:00:35Z,47
2020-02-05T10:58:36Z,48
2020-02-05T10:56:34Z,50
2020-02-05T10:54:34Z,47
2020-02-05T10:52:34Z,47
2020-02-05T10:50:34Z,47
2020-02-05T10:48:34Z,49
2020-02-05T10:46:33Z,47
2020-02-05T10:44:33Z,47
2020-02-05T10:42:33Z,50
2020-02-05T10:40:33Z,47
2020-02-05T10:38:32Z,50
2020-02-05T10:36:32Z,50
2020-02-05T10:34:32Z,47
2020-02-05T10:32:32Z,49
2020-02-05T10:30:32Z,48
2020-02-05T10:28:31Z,47
2020-02-05T10:26:31Z,49
2020-02-05T10:24:31Z,45
2020-02-05T10:22:31Z,51
2020-02-05T10:20:30Z,47
2020-02-05T10:18:30Z,49
2020-02-05T10:16:30Z,49
2020-02-05T10:14:30Z,46
2020-02-05T10:12:30Z,47
2020-02-05T10:10:30Z,45
2020-02-05T10:08:29Z,49
2020-02-05T10:06:29Z,49
2020-02-05T10:04:29Z,50
2020-02-05T10:02:28Z,46
2020-02-05T10:00:30Z,49
2020-02-05T09:58:28Z,50
2020-02-05T09:56:28Z,49
2020-02-05T09:54:28Z,48
2020-02-05T09:52:27Z,50
2020-02-05T09:50:27Z,49
2020-02-05T09:48:27Z,52
2020-02-05T09:46:27Z,53
2020-02-05T09:44:26Z,54
2020-02-05T09:42:26Z,48
2020-02-05T09:40:28Z,53
2020-02-05T09:38:26Z,51
2020-02-05T09:36:27Z,51
2020-02-05T09:34:25Z,52
2020-02-05T09:32:25Z,56
2020-02-05T09:28:25Z,50
2020-02-05T09:26:24Z,54
2020-02-05T09:24:26Z,62
2020-02-05T09:22:24Z,61
2020-02-05T09:20:24Z,54
2020-02-05T09:18:26Z,54
2020-02-05T09:16:25Z,63
2020-02-05T09:12:23Z,66
2020-02-05T09:10:23Z,59
2020-02-05T09:08:23Z,62
2020-02-05T09:06:24Z,59
2020-02-05T09:04:24Z,62
2020-02-05T09:00:22Z,68
2020-02-05T08:58:21Z,64
2020-02-05T08:56:21Z,68
2020-02-05T08:54:21Z,67
2020-02-05T08:52:21Z,70
2020-02-05T08:50:20Z,68
2020-02-05T08:48:20Z,69
2020-02-05T08:46:21Z,70
2020-02-05T08:44:20Z,65
2020-02-05T08:42:20Z,69
2020-02-05T08:40:19Z,64
2020-02-05T08:38:19Z,62
2020-02-05T08:36:19Z,68
2020-02-05T08:34:19Z,74
2020-02-05T08:32:18Z,73
2020-02-05T08:30:18Z,68
2020-02-05T08:28:18Z,72
2020-02-05T08:26:18Z,73
2020-02-05T08:24:17Z,74
2020-02-05T08:22:17Z,72
2020-02-05T08:20:17Z,74
2020-02-05T08:18:17Z,70
2020-02-05T08:16:17Z,73
2020-02-05T08:14:16Z,71
2020-02-05T08:12:17Z,78
2020-02-05T08:10:16Z,76
2020-02-05T08:08:16Z,77
2020-02-05T08:06:15Z,66
2020-02-05T08:04:15Z,67
2020-02-05T08:02:15Z,75
2020-02-05T08:00:15Z,70
2020-02-05T07:58:15Z,76
2020-02-05T07:56:14Z,69
2020-02-05T07:54:14Z,70
2020-02-05T07:52:14Z,68
2020-02-05T07:50:14Z,70
2020-02-05T07:48:13Z,71
2020-02-05T07:46:13Z,78
2020-02-05T07:44:13Z,77
2020-02-05T07:42:13Z,67
2020-02-05T07:40:13Z,75
2020-02-05T07:38:13Z,72
2020-02-05T07:36:12Z,76
2020-02-05T07:34:12Z,74
2020-02-05T07:32:12Z,71
2020-02-05T07:30:12Z,81
2020-02-05T07:28:11Z,70
2020-02-05T07:26:11Z,75
2020-02-05T07:24:11Z,72
2020-02-05T07:22:11Z,67
2020-02-05T07:20:10Z,66
2020-02-05T07:18:10Z,76
2020-02-05T07:16:10Z,72
2020-02-05T07:14:10Z,69
2020-02-05T07:12:09Z,72
2020-02-05T07:10:09Z,70
2020-02-05T07:08:10Z,70
2020-02-05T07:06:09Z,76
2020-02-05T07:04:09Z,73
2020-02-05T07:02:08Z,70
2020-02-05T07:00:08Z,67
2020-02-05T06:58:08Z,63
2020-02-05T06:56:08Z,68
2020-02-05T06:54:07Z,61
2020-02-05T06:52:07Z,63
2020-02-05T06:50:07Z,65
2020-02-05T06:48:07Z,69
2020-02-05T06:46:07Z,61
2020-02-05T06:44:06Z,63
2020-02-05T06:42:06Z,65
2020-02-05T06:40:06Z,65
2020-02-05T06:38:06Z,59
2020-02-05T06:36:05Z,61
2020-02-05T06:34:05Z,62
2020-02-05T06:32:05Z,62
2020-02-05T06:30:05Z,69
2020-02-05T06:28:05Z,66
2020-02-05T06:26:04Z,76
2020-02-05T06:24:05Z,58
2020-02-05T06:22:04Z,56
2020-02-05T06:20:04Z,63
2020-02-05T06:18:03Z,65
2020-02-05T06:16:03Z,57
2020-02-05T06:14:03Z,55
2020-02-05T06:12:03Z,52
2020-02-05T06:10:02Z,50
2020-02-05T06:08:02Z,50
2020-02-05T06:06:02Z,46
2020-02-05T06:04:02Z,43
2020-02-05T06:02:02Z,44
2020-02-05T06:00:01Z,43
2020-02-05T05:58:01Z,45
2020-02-05T05:56:01Z,48
2020-02-05T05:54:02Z,45
2020-02-05T05:52:00Z,45
2020-02-05T05:50:00Z,45
2020-02-05T05:48:00Z,45
2020-02-05T05:46:00Z,43
2020-02-05T05:44:00Z,48
2020-02-05T05:41:59Z,45
2020-02-05T05:39:59Z,44
2020-02-05T05:37:59Z,45
2020-02-05T05:35:59Z,44
2020-02-05T05:33:58Z,46
2020-02-05T05:31:58Z,47
2020-02-05T05:29:58Z,39
2020-02-05T05:27:58Z,47
2020-02-05T05:25:58Z,46
2020-02-05T05:23:57Z,46
2020-02-05T05:21:58Z,47
2020-02-05T05:19:57Z,47
2020-02-05T05:17:57Z,43
2020-02-05T05:15:56Z,43
2020-02-05T05:13:56Z,45
2020-02-05T05:11:56Z,45
2020-02-05T05:09:56Z,44
2020-02-05T05:07:56Z,47
2020-02-05T05:05:55Z,45
2020-02-05T05:03:55Z,43
2020-02-05T05:01:55Z,43
2020-02-05T04:59:55Z,44
2020-02-05T04:57:54Z,43
2020-02-05T04:55:54Z,46
2020-02-05T04:53:54Z,46
2020-02-05T04:51:54Z,45
2020-02-05T04:49:54Z,44
2020-02-05T04:47:53Z,43
2020-02-05T04:45:53Z,46
2020-02-05T04:43:53Z,41
2020-02-05T04:41:53Z,46
2020-02-05T04:39:52Z,44
2020-02-05T04:37:52Z,44
2020-02-05T04:35:52Z,44
2020-02-05T04:33:52Z,41
2020-02-05T04:31:52Z,43
2020-02-05T04:29:51Z,44
2020-02-05T04:27:51Z,41
2020-02-05T04:25:51Z,44
2020-02-05T04:23:51Z,42
2020-02-05T04:21:50Z,43
2020-02-05T04:19:51Z,43
2020-02-05T04:17:50Z,42
2020-02-05T04:15:50Z,44
2020-02-05T04:13:50Z,45
2020-02-05T04:11:49Z,43
2020-02-05T04:09:49Z,43
2020-02-05T04:07:49Z,44
2020-02-05T04:05:49Z,46
2020-02-05T04:03:48Z,43
2020-02-05T04:01:48Z,45
2020-02-05T03:59:48Z,47
2020-02-05T03:57:48Z,40
2020-02-05T03:55:48Z,40
2020-02-05T03:53:47Z,41
2020-02-05T03:51:47Z,39
2020-02-05T03:49:48Z,45
2020-02-05T03:47:47Z,45
2020-02-05T03:45:46Z,44
2020-02-05T03:43:46Z,44
2020-02-05T03:41:46Z,45
2020-02-05T03:39:46Z,46
2020-02-05T03:37:46Z,40
2020-02-05T03:35:45Z,42
2020-02-05T03:33:45Z,43
2020-02-05T03:31:45Z,43
2020-02-05T03:29:45Z,45
2020-02-05T03:27:44Z,41
2020-02-05T03:25:44Z,42
2020-02-05T03:23:44Z,44
2020-02-05T03:21:44Z,42
2020-02-05T03:19:44Z,43
2020-02-05T03:17:44Z,41
2020-02-05T03:15:43Z,43
2020-02-05T03:13:43Z,45
2020-02-05T03:11:43Z,40
2020-02-05T03:09:42Z,43
2020-02-05T03:07:42Z,40
2020-02-05T03:05:42Z,43
2020-02-05T03:03:42Z,39
2020-02-05T03:01:42Z,42
2020-02-05T02:59:41Z,43
2020-02-05T02:57:41Z,43
2020-02-05T02:55:41Z,39
2020-02-05T02:53:41Z,43
2020-02-05T02:51:41Z,43
2020-02-05T02:49:41Z,40
2020-02-05T02:47:40Z,43
2020-02-05T02:45:40Z,43
2020-02-05T02:43:39Z,42
2020-02-05T02:41:39Z,43
2020-02-05T02:39:39Z,42
2020-02-05T02:37:39Z,45
2020-02-05T02:35:39Z,42
2020-02-05T02:33:38Z,41
2020-02-05T02:31:38Z,43
2020-02-05T02:29:38Z,42
2020-02-05T02:27:38Z,43
2020-02-05T02:25:37Z,40
2020-02-05T02:23:37Z,42
2020-02-05T02:21:38Z,44
2020-02-05T02:19:37Z,45
2020-02-05T02:17:37Z,45
2020-02-05T02:15:36Z,44
2020-02-05T02:13:36Z,46
2020-02-05T02:11:36Z,41
2020-02-05T02:09:36Z,43
2020-02-05T02:07:35Z,45
2020-02-05T02:05:35Z,43
2020-02-05T02:03:35Z,43
2020-02-05T02:01:35Z,45
2020-02-05T01:59:35Z,46
2020-02-05T01:57:34Z,43
2020-02-05T01:55:35Z,41
2020-02-05T01:53:34Z,44
2020-02-05T01:51:34Z,45
2020-02-05T01:49:34Z,47
2020-02-05T01:47:33Z,42
2020-02-05T01:45:33Z,43
2020-02-05T01:43:33Z,44
2020-02-05T01:41:33Z,46
2020-02-05T01:39:32Z,41
2020-02-05T01:37:32Z,46
2020-02-05T01:35:32Z,45
2020-02-05T01:33:32Z,43
2020-02-05T01:31:31Z,42
2020-02-05T01:29:31Z,44
2020-02-05T01:27:31Z,45
2020-02-05T01:25:31Z,45
2020-02-05T01:23:31Z,47
2020-02-05T01:21:31Z,44
2020-02-05T01:19:30Z,45
2020-02-05T01:17:30Z,46
2020-02-05T01:15:30Z,47
2020-02-05T01:13:29Z,46
2020-02-05T01:11:30Z,47
2020-02-05T01:09:29Z,44
2020-02-05T01:07:29Z,45
2020-02-05T01:05:29Z,46
2020-02-05T01:03:28Z,47
2020-02-05T01:01:28Z,43
2020-02-05T00:59:28Z,42
2020-02-05T00:57:28Z,48
2020-02-05T00:55:28Z,44
2020-02-05T00:53:27Z,48
2020-02-05T00:51:27Z,47
2020-02-05T00:49:27Z,45
2020-02-05T00:47:27Z,46
2020-02-05T00:45:26Z,44
2020-02-05T00:43:26Z,46
2020-02-05T00:41:26Z,48
2020-02-05T00:39:26Z,47
2020-02-05T00:37:25Z,47
2020-02-05T00:35:25Z,50
2020-02-05T00:33:25Z,46
2020-02-05T00:31:25Z,45
2020-02-05T00:29:25Z,47
2020-02-05T00:27:25Z,44
2020-02-05T00:25:24Z,50
2020-02-05T00:23:24Z,48
2020-02-05T00:21:24Z,49
2020-02-05T00:19:23Z,49
2020-02-05T00:17:23Z,49
2020-02-05T00:15:23Z,46
2020-02-05T00:13:23Z,48
2020-02-05T00:11:23Z,49
2020-02-05T00:09:22Z,49
2020-02-05T00:07:22Z,49
2020-02-05T00:05:22Z,49
2020-02-05T00:03:22Z,49
2020-02-05T00:01:21Z,46
2020-02-04T23:59:21Z,45
2020-02-04T23:57:21Z,48
2020-02-04T23:55:22Z,47
2020-02-04T23:53:20Z,49
2020-02-04T23:51:20Z,48
2020-02-04T23:49:20Z,49
2020-02-04T23:47:20Z,48
2020-02-04T23:45:20Z,49
2020-02-04T23:43:19Z,49
2020-02-04T23:41:19Z,48
2020-02-04T23:39:20Z,47
2020-02-04T23:37:19Z,45
2020-02-04T23:35:19Z,49
2020-02-04T23:33:18Z,45
2020-02-04T23:31:18Z,51
2020-02-04T23:29:18Z,47
2020-02-04T23:27:18Z,48
2020-02-04T23:25:17Z,43
2020-02-04T23:23:17Z,46
2020-02-04T23:21:17Z,48
2020-02-04T23:19:17Z,47
2020-02-04T23:17:16Z,49
2020-02-04T23:15:16Z,47
2020-02-04T23:13:16Z,45
2020-02-04T23:11:16Z,45
2020-02-04T23:09:16Z,45
2020-02-04T23:07:16Z,51
2020-02-04T23:05:15Z,47
2020-02-04T23:03:15Z,47
2020-02-04T23:01:15Z,48
2020-02-04T22:59:14Z,47
2020-02-04T22:57:14Z,46
2020-02-04T22:55:14Z,44
2020-02-04T22:53:14Z,46
2020-02-04T22:51:14Z,50
2020-02-04T22:49:13Z,49
2020-02-04T22:47:13Z,49
2020-02-04T22:45:13Z,48
2020-02-04T22:43:13Z,49
2020-02-04T22:41:12Z,48
2020-02-04T22:39:12Z,46
2020-02-04T22:37:12Z,46
2020-02-04T22:35:12Z,46
2020-02-04T22:33:12Z,49
2020-02-04T22:31:11Z,49
2020-02-04T22:29:11Z,50
2020-02-04T22:27:11Z,50
2020-02-04T22:25:11Z,48
2020-02-04T22:23:10Z,48
2020-02-04T22:21:10Z,48
2020-02-04T22:19:10Z,47
2020-02-04T22:17:10Z,46
2020-02-04T22:15:10Z,48
2020-02-04T22:13:09Z,49
2020-02-04T22:11:10Z,46
2020-02-04T22:09:10Z,49
2020-02-04T22:07:09Z,46
2020-02-04T22:05:08Z,45
2020-02-04T22:03:09Z,43
2020-02-04T22:01:08Z,48
2020-02-04T21:59:08Z,47
2020-02-04T21:57:08Z,46
2020-02-04T21:55:07Z,47
2020-02-04T21:53:07Z,50
2020-02-04T21:51:07Z,48
2020-02-04T21:49:07Z,47
2020-02-04T21:47:07Z,50
2020-02-04T21:45:06Z,46
2020-02-04T21:43:06Z,47
2020-02-04T21:41:06Z,49
2020-02-04T21:39:06Z,49
2020-02-04T21:37:06Z,48
2020-02-04T21:35:06Z,48
2020-02-04T21:33:05Z,48
2020-02-04T21:31:05Z,49
2020-02-04T21:29:05Z,46
2020-02-04T21:27:05Z,46
2020-02-04T21:25:04Z,43
2020-02-04T21:23:04Z,44
2020-02-04T21:21:04Z,48
2020-02-04T21:19:03Z,50
2020-02-04T21:17:03Z,49
2020-02-04T21:15:03Z,47
2020-02-04T21:13:03Z,46
2020-02-04T21:11:03Z,47
2020-02-04T21:09:02Z,48
2020-02-04T21:07:02Z,48
2020-02-04T21:05:02Z,49
2020-02-04T21:03:02Z,50
2020-02-04T21:01:02Z,46
2020-02-04T20:59:01Z,48
2020-02-04T20:57:01Z,47
2020-02-04T20:55:01Z,49
2020-02-04T20:53:01Z,48
2020-02-04T20:51:00Z,47
2020-02-04T20:49:00Z,49
2020-02-04T20:47:00Z,50
2020-02-04T20:45:00Z,47
2020-02-04T20:42:59Z,49
2020-02-04T20:40:59Z,48
2020-02-04T20:38:59Z,49
2020-02-04T20:36:59Z,48
2020-02-04T20:34:59Z,47
2020-02-04T20:32:58Z,49
2020-02-04T20:30:58Z,46
2020-02-04T20:28:58Z,50
2020-02-04T20:26:58Z,48
2020-02-04T20:24:58Z,48
2020-02-04T20:22:57Z,47
2020-02-04T20:20:57Z,48
2020-02-04T20:18:57Z,45
2020-02-04T20:16:57Z,48
2020-02-04T20:14:56Z,49
2020-02-04T20:12:57Z,49
2020-02-04T20:10:57Z,48
2020-02-04T20:08:56Z,48
2020-02-04T20:06:55Z,47
2020-02-04T20:04:55Z,49
2020-02-04T20:02:55Z,48
2020-02-04T20:00:55Z,45
2020-02-04T19:58:54Z,49
2020-02-04T19:56:54Z,52
2020-02-04T19:54:54Z,51
2020-02-04T19:52:54Z,52
2020-02-04T19:50:53Z,51
2020-02-04T19:48:53Z,47
2020-02-04T19:46:53Z,51
2020-02-04T19:44:54Z,47
2020-02-04T19:42:53Z,47
2020-02-04T19:40:52Z,49
2020-02-04T19:38:52Z,51
2020-02-04T19:36:52Z,48
2020-02-04T19:34:52Z,48
2020-02-04T19:32:51Z,51
2020-02-04T19:30:51Z,49
2020-02-04T19:28:51Z,49
2020-02-04T19:26:51Z,47
2020-02-04T19:24:51Z,51
2020-02-04T19:22:51Z,51
2020-02-04T19:20:50Z,51
2020-02-04T19:18:50Z,50
2020-02-04T19:16:50Z,51
2020-02-04T19:14:49Z,49
2020-02-04T19:12:49Z,50
2020-02-04T19:10:49Z,48
2020-02-04T19:08:49Z,50
2020-02-04T19:06:50Z,51
2020-02-04T19:04:48Z,50
2020-02-04T19:02:48Z,48
2020-02-04T19:00:49Z,51
2020-02-04T18:58:48Z,49
2020-02-04T18:56:47Z,48
2020-02-04T18:54:47Z,51
2020-02-04T18:52:47Z,52
2020-02-04T18:50:47Z,51
2020-02-04T18:48:47Z,51
2020-02-04T18:46:46Z,52
2020-02-04T18:44:46Z,50
2020-02-04T18:42:47Z,51
2020-02-04T18:40:46Z,51
2020-02-04T18:38:45Z,51
2020-02-04T18:36:45Z,52
2020-02-04T18:34:45Z,50
2020-02-04T18:32:45Z,51
2020-02-04T18:30:45Z,50
